time_band,group_id,size
10:30 - 10:40,1,2
10:40 - 10:50,2,3
10:50 - 11:00,3,5
10:50 - 11:00,4,1
10:50 - 11:00,5,4
11:00 - 11:10,6,3
11:00 - 11:10,7,2
11:00 - 11:10,8,1
11:00 - 11:10,9,1
11:00 - 11:10,10,2
11:00 - 11:10,11,1
11:00 - 11:10,12,1
11:00 - 11:10,13,2
11:00 - 11:10,14,2
11:00 - 11:10,15,3
11:00 - 11:10,16,2
11:10 - 11:20,17,5
11:10 - 11:20,18,2
11:10 - 11:20,19,3
11:10 - 11:20,20,2
11:10 - 11:20,21,2
11:10 - 11:20,22,1
11:10 - 11:20,23,1
11:10 - 11:20,24,2
11:10 - 11:20,25,3
11:10 - 11:20,26,2
11:10 - 11:20,27,1
11:10 - 11:20,28,2
11:10 - 11:20,29,1
11:10 - 11:20,30,1
11:10 - 11:20,31,1
11:20 - 11:30,32,1
11:20 - 11:30,33,2
11:20 - 11:30,34,2
11:20 - 11:30,35,3
11:20 - 11:30,36,2
11:20 - 11:30,37,5
11:20 - 11:30,38,1
11:20 - 11:30,39,2
11:20 - 11:30,40,3
11:20 - 11:30,41,3
11:20 - 11:30,42,2
11:20 - 11:30,43,3
11:20 - 11:30,44,4
11:20 - 11:30,45,1
11:30 - 11:40,46,1
11:30 - 11:40,47,5
11:30 - 11:40,48,2
11:30 - 11:40,49,2
11:30 - 11:40,50,3
11:30 - 11:40,51,2
11:30 - 11:40,52,1
11:30 - 11:40,53,3
11:30 - 11:40,54,4
11:30 - 11:40,55,1
11:30 - 11:40,56,1
11:30 - 11:40,57,1
11:30 - 11:40,58,2
11:30 - 11:40,59,4
11:30 - 11:40,60,1
11:30 - 11:40,61,2
11:30 - 11:40,62,1
11:30 - 11:40,63,4
11:40 - 11:50,64,2
11:40 - 11:50,65,1
11:40 - 11:50,66,1
11:40 - 11:50,67,2
11:40 - 11:50,68,3
11:40 - 11:50,69,1
11:40 - 11:50,70,4
11:40 - 11:50,71,1
11:40 - 11:50,72,3
11:40 - 11:50,73,2
11:40 - 11:50,74,1
11:40 - 11:50,75,3
11:40 - 11:50,76,3
11:40 - 11:50,77,2
11:40 - 11:50,78,3
11:40 - 11:50,79,2
11:50 - 12:00,80,4
11:50 - 12:00,81,2
11:50 - 12:00,82,1
11:50 - 12:00,83,1
11:50 - 12:00,84,1
11:50 - 12:00,85,3
11:50 - 12:00,86,3
11:50 - 12:00,87,1
11:50 - 12:00,88,4
11:50 - 12:00,89,1
11:50 - 12:00,90,1
11:50 - 12:00,91,2
11:50 - 12:00,92,4
12:00 - 12:10,93,2
12:00 - 12:10,94,1
12:00 - 12:10,95,2
12:00 - 12:10,96,5
12:00 - 12:10,97,1
12:00 - 12:10,98,1
12:00 - 12:10,99,1
12:10 - 12:20,100,1
12:10 - 12:20,101,1
12:10 - 12:20,102,4
12:10 - 12:20,103,3
12:10 - 12:20,104,1
12:10 - 12:20,105,3
12:20 - 12:30,106,2
12:20 - 12:30,107,2
12:20 - 12:30,108,2
12:20 - 12:30,109,3
12:20 - 12:30,110,3
12:20 - 12:30,111,4
12:30 - 12:40,112,3
12:30 - 12:40,113,1
12:30 - 12:40,114,1
12:30 - 12:40,115,2
12:30 - 12:40,116,1
12:30 - 12:40,117,5
12:30 - 12:40,118,3
12:30 - 12:40,119,1
12:30 - 12:40,120,1
12:40 - 12:50,121,2
12:40 - 12:50,122,3
12:40 - 12:50,123,1
12:40 - 12:50,124,3
12:40 - 12:50,125,2
12:40 - 12:50,126,1
12:40 - 12:50,127,1
12:40 - 12:50,128,2
12:40 - 12:50,129,3
12:40 - 12:50,130,1
12:40 - 12:50,131,2
12:40 - 12:50,132,1
12:40 - 12:50,133,1
12:40 - 12:50,134,2
12:50 - 13:00,135,3
12:50 - 13:00,136,1
12:50 - 13:00,137,1
12:50 - 13:00,138,2
12:50 - 13:00,139,2
12:50 - 13:00,140,2
12:50 - 13:00,141,2
12:50 - 13:00,142,2
12:50 - 13:00,143,5
12:50 - 13:00,144,3
12:50 - 13:00,145,2
12:50 - 13:00,146,2
12:50 - 13:00,147,4
13:00 - 13:10,148,2
13:00 - 13:10,149,2
13:00 - 13:10,150,1
13:00 - 13:10,151,1
13:00 - 13:10,152,2
13:00 - 13:10,153,2
13:00 - 13:10,154,3
13:00 - 13:10,155,4
13:00 - 13:10,156,2
13:00 - 13:10,157,3
13:00 - 13:10,158,2
13:00 - 13:10,159,3
13:00 - 13:10,160,1
13:00 - 13:10,161,2
13:00 - 13:10,162,2
13:00 - 13:10,163,2
13:00 - 13:10,164,2
13:00 - 13:10,165,5
13:10 - 13:20,166,1
13:10 - 13:20,167,5
13:10 - 13:20,168,2
13:10 - 13:20,169,3
13:10 - 13:20,170,2
13:10 - 13:20,171,3
13:10 - 13:20,172,2
13:10 - 13:20,173,2
13:10 - 13:20,174,1
13:10 - 13:20,175,3
13:10 - 13:20,176,4
13:10 - 13:20,177,4
13:10 - 13:20,178,3
13:10 - 13:20,179,2
13:10 - 13:20,180,2
13:20 - 13:30,181,5
13:20 - 13:30,182,1
13:20 - 13:30,183,2
13:20 - 13:30,184,4
13:20 - 13:30,185,3
