time_band,group_id,size
10:40 - 10:50,1,2
10:40 - 10:50,2,2
10:50 - 11:00,3,3
10:50 - 11:00,4,2
10:50 - 11:00,5,1
10:50 - 11:00,6,2
10:50 - 11:00,7,1
11:00 - 11:10,8,3
11:00 - 11:10,9,3
11:00 - 11:10,10,1
11:00 - 11:10,11,1
11:00 - 11:10,12,2
11:00 - 11:10,13,5
11:00 - 11:10,14,3
11:10 - 11:20,15,2
11:10 - 11:20,16,4
11:10 - 11:20,17,2
11:10 - 11:20,18,3
11:10 - 11:20,19,3
11:10 - 11:20,20,4
11:10 - 11:20,21,4
11:10 - 11:20,22,2
11:10 - 11:20,23,2
11:10 - 11:20,24,2
11:20 - 11:30,25,5
11:20 - 11:30,26,2
11:20 - 11:30,27,4
11:20 - 11:30,28,2
11:20 - 11:30,29,1
11:20 - 11:30,30,4
11:20 - 11:30,31,3
11:20 - 11:30,32,3
11:20 - 11:30,33,2
11:20 - 11:30,34,3
11:20 - 11:30,35,2
11:20 - 11:30,36,4
11:30 - 11:40,37,5
11:30 - 11:40,38,1
11:30 - 11:40,39,2
11:30 - 11:40,40,2
11:30 - 11:40,41,1
11:30 - 11:40,42,1
11:30 - 11:40,43,1
11:30 - 11:40,44,1
11:30 - 11:40,45,1
11:30 - 11:40,46,1
11:30 - 11:40,47,2
11:30 - 11:40,48,4
11:30 - 11:40,49,2
11:30 - 11:40,50,4
11:30 - 11:40,51,5
11:30 - 11:40,52,5
11:30 - 11:40,53,2
11:40 - 11:50,54,2
11:40 - 11:50,55,3
11:40 - 11:50,56,2
11:40 - 11:50,57,2
11:40 - 11:50,58,1
11:40 - 11:50,59,2
11:40 - 11:50,60,3
11:40 - 11:50,61,5
11:40 - 11:50,62,2
11:40 - 11:50,63,3
11:40 - 11:50,64,3
11:40 - 11:50,65,4
11:40 - 11:50,66,3
11:50 - 12:00,67,1
11:50 - 12:00,68,2
11:50 - 12:00,69,2
11:50 - 12:00,70,2
11:50 - 12:00,71,4
11:50 - 12:00,72,4
11:50 - 12:00,73,3
11:50 - 12:00,74,1
11:50 - 12:00,75,2
