time_band,group_id,size
10:20 - 10:30,1,1
10:30 - 10:40,2,1
10:30 - 10:40,3,1
10:40 - 10:50,4,1
10:40 - 10:50,5,2
10:50 - 11:00,6,4
10:50 - 11:00,7,1
10:50 - 11:00,8,1
10:50 - 11:00,9,1
10:50 - 11:00,10,2
11:00 - 11:10,11,2
11:00 - 11:10,12,2
11:00 - 11:10,13,1
11:00 - 11:10,14,1
11:00 - 11:10,15,2
11:00 - 11:10,16,3
11:00 - 11:10,17,2
11:00 - 11:10,18,2
11:00 - 11:10,19,2
11:00 - 11:10,20,1
11:00 - 11:10,21,1
11:00 - 11:10,22,1
11:10 - 11:20,23,1
11:10 - 11:20,24,1
11:10 - 11:20,25,1
11:10 - 11:20,26,1
11:10 - 11:20,27,1
11:10 - 11:20,28,1
11:10 - 11:20,29,2
11:10 - 11:20,30,2
11:10 - 11:20,31,2
11:10 - 11:20,32,2
11:10 - 11:20,33,2
11:10 - 11:20,34,1
11:10 - 11:20,35,3
11:10 - 11:20,36,2
11:10 - 11:20,37,2
11:10 - 11:20,38,2
11:10 - 11:20,39,2
11:10 - 11:20,40,1
11:20 - 11:30,41,1
11:20 - 11:30,42,1
11:20 - 11:30,43,2
11:20 - 11:30,44,1
11:20 - 11:30,45,1
11:20 - 11:30,46,1
11:20 - 11:30,47,1
11:20 - 11:30,48,2
11:20 - 11:30,49,4
11:20 - 11:30,50,2
11:20 - 11:30,51,3
11:20 - 11:30,52,4
11:20 - 11:30,53,1
11:20 - 11:30,54,1
11:20 - 11:30,55,2
11:20 - 11:30,56,2
11:20 - 11:30,57,1
11:20 - 11:30,58,1
11:20 - 11:30,59,1
11:20 - 11:30,60,2
11:30 - 11:40,61,1
11:30 - 11:40,62,2
11:30 - 11:40,63,1
11:30 - 11:40,64,1
11:30 - 11:40,65,1
11:30 - 11:40,66,1
11:30 - 11:40,67,1
11:30 - 11:40,68,3
11:30 - 11:40,69,1
11:30 - 11:40,70,1
11:30 - 11:40,71,1
11:30 - 11:40,72,2
11:30 - 11:40,73,3
11:30 - 11:40,74,1
11:30 - 11:40,75,1
11:30 - 11:40,76,1
11:30 - 11:40,77,2
11:30 - 11:40,78,3
11:30 - 11:40,79,1
11:30 - 11:40,80,3
11:30 - 11:40,81,2
11:30 - 11:40,82,1
11:30 - 11:40,83,2
11:30 - 11:40,84,2
11:30 - 11:40,85,1
11:30 - 11:40,86,1
11:40 - 11:50,87,1
11:40 - 11:50,88,4
11:40 - 11:50,89,4
11:40 - 11:50,90,1
11:40 - 11:50,91,1
11:40 - 11:50,92,1
11:40 - 11:50,93,1
11:40 - 11:50,94,1
11:40 - 11:50,95,1
11:40 - 11:50,96,1
11:40 - 11:50,97,2
11:40 - 11:50,98,2
11:40 - 11:50,99,4
11:40 - 11:50,100,2
11:40 - 11:50,101,2
11:40 - 11:50,102,1
11:40 - 11:50,103,2
11:40 - 11:50,104,1
11:40 - 11:50,105,2
11:50 - 12:00,106,1
11:50 - 12:00,107,3
11:50 - 12:00,108,3
11:50 - 12:00,109,1
11:50 - 12:00,110,1
11:50 - 12:00,111,1
11:50 - 12:00,112,2
11:50 - 12:00,113,1
11:50 - 12:00,114,1
11:50 - 12:00,115,3
11:50 - 12:00,116,1
11:50 - 12:00,117,1
11:50 - 12:00,118,1
11:50 - 12:00,119,1
11:50 - 12:00,120,3
11:50 - 12:00,121,1
11:50 - 12:00,122,1
12:00 - 12:10,123,1
12:00 - 12:10,124,1
12:00 - 12:10,125,3
12:00 - 12:10,126,2
12:00 - 12:10,127,1
12:00 - 12:10,128,1
12:00 - 12:10,129,3
12:00 - 12:10,130,1
12:10 - 12:20,131,1
12:10 - 12:20,132,1
12:10 - 12:20,133,1
12:10 - 12:20,134,2
12:10 - 12:20,135,1
12:10 - 12:20,136,2
12:10 - 12:20,137,1
12:10 - 12:20,138,3
12:20 - 12:30,139,1
12:20 - 12:30,140,1
12:20 - 12:30,141,4
12:20 - 12:30,142,1
12:20 - 12:30,143,2
12:20 - 12:30,144,4
12:20 - 12:30,145,1
12:20 - 12:30,146,1
12:30 - 12:40,147,1
12:30 - 12:40,148,1
12:30 - 12:40,149,1
12:30 - 12:40,150,1
12:30 - 12:40,151,1
12:30 - 12:40,152,2
12:30 - 12:40,153,2
12:30 - 12:40,154,2
12:30 - 12:40,155,1
12:30 - 12:40,156,3
12:30 - 12:40,157,1
12:30 - 12:40,158,1
12:30 - 12:40,159,1
12:40 - 12:50,160,1
12:40 - 12:50,161,2
12:40 - 12:50,162,2
12:40 - 12:50,163,1
12:40 - 12:50,164,2
12:40 - 12:50,165,1
12:40 - 12:50,166,2
12:40 - 12:50,167,1
12:40 - 12:50,168,1
12:40 - 12:50,169,1
12:40 - 12:50,170,3
12:40 - 12:50,171,1
12:40 - 12:50,172,2
12:40 - 12:50,173,2
12:40 - 12:50,174,1
12:40 - 12:50,175,1
12:40 - 12:50,176,1
12:50 - 13:00,177,1
12:50 - 13:00,178,1
12:50 - 13:00,179,1
12:50 - 13:00,180,1
12:50 - 13:00,181,2
12:50 - 13:00,182,1
12:50 - 13:00,183,1
12:50 - 13:00,184,2
12:50 - 13:00,185,1
12:50 - 13:00,186,2
12:50 - 13:00,187,2
12:50 - 13:00,188,3
12:50 - 13:00,189,1
12:50 - 13:00,190,1
12:50 - 13:00,191,1
12:50 - 13:00,192,3
12:50 - 13:00,193,1
12:50 - 13:00,194,1
12:50 - 13:00,195,1
12:50 - 13:00,196,2
12:50 - 13:00,197,1
13:00 - 13:10,198,1
13:00 - 13:10,199,1
13:00 - 13:10,200,1
13:00 - 13:10,201,1
13:00 - 13:10,202,3
13:00 - 13:10,203,1
13:00 - 13:10,204,2
13:00 - 13:10,205,1
13:00 - 13:10,206,2
13:00 - 13:10,207,1
13:00 - 13:10,208,1
13:00 - 13:10,209,1
13:00 - 13:10,210,1
13:00 - 13:10,211,1
13:00 - 13:10,212,2
13:00 - 13:10,213,3
13:00 - 13:10,214,4
13:00 - 13:10,215,1
13:00 - 13:10,216,1
13:00 - 13:10,217,3
13:00 - 13:10,218,2
13:00 - 13:10,219,3
13:00 - 13:10,220,1
13:00 - 13:10,221,1
13:00 - 13:10,222,2
13:00 - 13:10,223,1
13:10 - 13:20,224,1
13:10 - 13:20,225,2
13:10 - 13:20,226,2
