time_band,group_id,size
10:40 - 10:50,1,3
10:50 - 11:00,2,2
10:50 - 11:00,3,5
10:50 - 11:00,4,3
11:00 - 11:10,5,1
11:00 - 11:10,6,3
11:00 - 11:10,7,2
11:00 - 11:10,8,2
11:00 - 11:10,9,5
11:00 - 11:10,10,4
11:00 - 11:10,11,5
11:10 - 11:20,12,4
11:10 - 11:20,13,1
11:10 - 11:20,14,5
11:10 - 11:20,15,4
11:10 - 11:20,16,3
11:10 - 11:20,17,4
11:10 - 11:20,18,1
11:10 - 11:20,19,2
11:10 - 11:20,20,2
11:10 - 11:20,21,2
11:20 - 11:30,22,4
11:20 - 11:30,23,3
11:20 - 11:30,24,4
11:20 - 11:30,25,2
11:20 - 11:30,26,2
11:20 - 11:30,27,2
11:20 - 11:30,28,2
11:20 - 11:30,29,5
11:20 - 11:30,30,2
11:20 - 11:30,31,4
11:20 - 11:30,32,4
11:30 - 11:40,33,3
11:30 - 11:40,34,3
11:30 - 11:40,35,3
11:30 - 11:40,36,4
11:30 - 11:40,37,5
11:30 - 11:40,38,2
11:30 - 11:40,39,2
11:30 - 11:40,40,1
11:30 - 11:40,41,1
11:30 - 11:40,42,4
11:30 - 11:40,43,3
11:30 - 11:40,44,5
11:30 - 11:40,45,3
11:40 - 11:50,46,2
11:40 - 11:50,47,1
11:40 - 11:50,48,4
11:40 - 11:50,49,3
11:40 - 11:50,50,3
11:40 - 11:50,51,1
11:40 - 11:50,52,4
11:40 - 11:50,53,3
11:40 - 11:50,54,4
11:40 - 11:50,55,1
11:40 - 11:50,56,3
11:40 - 11:50,57,2
11:40 - 11:50,58,3
11:50 - 12:00,59,2
11:50 - 12:00,60,4
11:50 - 12:00,61,4
11:50 - 12:00,62,4
11:50 - 12:00,63,3
11:50 - 12:00,64,3
11:50 - 12:00,65,3
11:50 - 12:00,66,2
12:00 - 12:10,67,5
12:00 - 12:10,68,3
12:00 - 12:10,69,1
12:00 - 12:10,70,5
12:10 - 12:20,71,2
12:10 - 12:20,72,3
12:10 - 12:20,73,1
12:10 - 12:20,74,1
12:10 - 12:20,75,4
12:20 - 12:30,76,4
12:20 - 12:30,77,3
12:20 - 12:30,78,4
12:20 - 12:30,79,5
12:30 - 12:40,80,2
12:30 - 12:40,81,4
12:30 - 12:40,82,4
12:30 - 12:40,83,1
12:30 - 12:40,84,2
12:30 - 12:40,85,4
12:40 - 12:50,86,3
12:40 - 12:50,87,1
12:40 - 12:50,88,4
12:40 - 12:50,89,2
12:40 - 12:50,90,3
12:40 - 12:50,91,5
12:40 - 12:50,92,4
12:40 - 12:50,93,2
12:40 - 12:50,94,1
12:50 - 13:00,95,4
12:50 - 13:00,96,2
12:50 - 13:00,97,4
12:50 - 13:00,98,3
12:50 - 13:00,99,2
12:50 - 13:00,100,4
12:50 - 13:00,101,3
12:50 - 13:00,102,4
12:50 - 13:00,103,3
13:00 - 13:10,104,4
13:00 - 13:10,105,3
13:00 - 13:10,106,4
13:00 - 13:10,107,4
13:00 - 13:10,108,3
13:00 - 13:10,109,4
13:00 - 13:10,110,4
13:00 - 13:10,111,3
13:00 - 13:10,112,3
13:00 - 13:10,113,4
13:00 - 13:10,114,3
13:00 - 13:10,115,3
13:10 - 13:20,116,5
13:10 - 13:20,117,4
13:10 - 13:20,118,4
13:10 - 13:20,119,4
13:10 - 13:20,120,3
13:10 - 13:20,121,4
13:10 - 13:20,122,3
13:10 - 13:20,123,4
13:10 - 13:20,124,4
13:10 - 13:20,125,3
13:10 - 13:20,126,2
13:20 - 13:30,127,3
13:20 - 13:30,128,3
13:20 - 13:30,129,5
13:20 - 13:30,130,4
13:20 - 13:30,131,3
13:20 - 13:30,132,1
13:20 - 13:30,133,2
13:20 - 13:30,134,3
13:20 - 13:30,135,1
13:20 - 13:30,136,4
13:20 - 13:30,137,5
13:20 - 13:30,138,3
13:20 - 13:30,139,4
13:20 - 13:30,140,4
13:20 - 13:30,141,2
13:20 - 13:30,142,5
13:30 - 13:40,143,4
13:30 - 13:40,144,1
13:30 - 13:40,145,2
13:30 - 13:40,146,4
13:30 - 13:40,147,4
13:30 - 13:40,148,2
13:30 - 13:40,149,3
13:30 - 13:40,150,1
13:30 - 13:40,151,3
13:30 - 13:40,152,4
13:30 - 13:40,153,1
13:30 - 13:40,154,3
13:30 - 13:40,155,3
13:30 - 13:40,156,4
13:30 - 13:40,157,3
13:40 - 13:50,158,4
13:40 - 13:50,159,2
13:40 - 13:50,160,4
13:40 - 13:50,161,4
13:40 - 13:50,162,4
13:40 - 13:50,163,3
13:40 - 13:50,164,2
13:40 - 13:50,165,3
13:40 - 13:50,166,2
13:40 - 13:50,167,4
13:40 - 13:50,168,3
13:40 - 13:50,169,4
13:40 - 13:50,170,3
13:50 - 14:00,171,4
13:50 - 14:00,172,4
13:50 - 14:00,173,4
13:50 - 14:00,174,3
13:50 - 14:00,175,4
13:50 - 14:00,176,4
13:50 - 14:00,177,2
13:50 - 14:00,178,3
13:50 - 14:00,179,4
14:00 - 14:10,180,4
14:00 - 14:10,181,5
14:00 - 14:10,182,3
14:00 - 14:10,183,2
14:00 - 14:10,184,3
14:00 - 14:10,185,5
14:10 - 14:20,186,4
14:10 - 14:20,187,2
14:10 - 14:20,188,3
14:10 - 14:20,189,5
14:20 - 14:30,190,3
14:20 - 14:30,191,3
14:20 - 14:30,192,4
14:30 - 14:40,193,2
14:30 - 14:40,194,1
14:30 - 14:40,195,5
14:40 - 14:50,196,4
14:40 - 14:50,197,2
14:50 - 15:00,198,3
14:50 - 15:00,199,4
14:50 - 15:00,200,4
15:00 - 15:10,201,2
15:00 - 15:10,202,5
15:00 - 15:10,203,3
15:00 - 15:10,204,2
15:10 - 15:20,205,4
15:10 - 15:20,206,3
15:10 - 15:20,207,5
15:10 - 15:20,208,4
15:10 - 15:20,209,1
15:20 - 15:30,210,3
15:20 - 15:30,211,2
15:20 - 15:30,212,1
15:20 - 15:30,213,4
15:20 - 15:30,214,3
15:20 - 15:30,215,3
15:20 - 15:30,216,4
15:30 - 15:40,217,4
15:30 - 15:40,218,3
15:30 - 15:40,219,1
15:30 - 15:40,220,4
15:30 - 15:40,221,2
15:30 - 15:40,222,1
15:30 - 15:40,223,3
15:30 - 15:40,224,4
15:40 - 15:50,225,4
15:40 - 15:50,226,4
