time_band,group_id,size
10:30 - 10:40,1,2
10:40 - 10:50,2,3
10:50 - 11:00,3,4
10:50 - 11:00,4,3
10:50 - 11:00,5,3
11:00 - 11:10,6,5
11:00 - 11:10,7,2
11:00 - 11:10,8,4
11:00 - 11:10,9,4
11:00 - 11:10,10,2
11:00 - 11:10,11,2
11:10 - 11:20,12,2
11:10 - 11:20,13,5
11:10 - 11:20,14,3
11:10 - 11:20,15,3
11:10 - 11:20,16,2
11:10 - 11:20,17,2
11:10 - 11:20,18,3
11:10 - 11:20,19,4
11:10 - 11:20,20,4
11:20 - 11:30,21,5
11:20 - 11:30,22,4
11:20 - 11:30,23,5
11:20 - 11:30,24,3
11:20 - 11:30,25,2
11:20 - 11:30,26,2
11:20 - 11:30,27,2
11:20 - 11:30,28,2
11:20 - 11:30,29,5
11:20 - 11:30,30,2
11:20 - 11:30,31,3
11:30 - 11:40,32,3
11:30 - 11:40,33,5
11:30 - 11:40,34,2
11:30 - 11:40,35,3
11:30 - 11:40,36,3
11:30 - 11:40,37,3
11:30 - 11:40,38,3
11:30 - 11:40,39,2
11:30 - 11:40,40,3
11:30 - 11:40,41,3
11:30 - 11:40,42,1
11:30 - 11:40,43,4
11:30 - 11:40,44,3
11:30 - 11:40,45,2
11:40 - 11:50,46,3
11:40 - 11:50,47,2
11:40 - 11:50,48,4
11:40 - 11:50,49,5
11:40 - 11:50,50,3
11:40 - 11:50,51,1
11:40 - 11:50,52,2
11:40 - 11:50,53,4
11:40 - 11:50,54,4
11:40 - 11:50,55,1
11:40 - 11:50,56,1
11:40 - 11:50,57,4
11:50 - 12:00,58,4
11:50 - 12:00,59,2
11:50 - 12:00,60,3
11:50 - 12:00,61,3
11:50 - 12:00,62,3
11:50 - 12:00,63,2
11:50 - 12:00,64,2
11:50 - 12:00,65,3
11:50 - 12:00,66,2
11:50 - 12:00,67,2
12:00 - 12:10,68,2
12:00 - 12:10,69,2
12:00 - 12:10,70,4
12:00 - 12:10,71,2
12:00 - 12:10,72,2
12:10 - 12:20,73,2
12:10 - 12:20,74,1
12:10 - 12:20,75,3
12:10 - 12:20,76,2
12:10 - 12:20,77,4
12:20 - 12:30,78,1
12:20 - 12:30,79,4
12:20 - 12:30,80,1
12:20 - 12:30,81,1
12:20 - 12:30,82,2
12:20 - 12:30,83,2
12:20 - 12:30,84,2
12:30 - 12:40,85,3
12:30 - 12:40,86,3
12:30 - 12:40,87,2
12:30 - 12:40,88,3
12:30 - 12:40,89,4
12:30 - 12:40,90,2
12:40 - 12:50,91,3
12:40 - 12:50,92,2
12:40 - 12:50,93,2
12:40 - 12:50,94,1
12:40 - 12:50,95,3
12:40 - 12:50,96,3
12:40 - 12:50,97,2
12:40 - 12:50,98,5
12:40 - 12:50,99,2
12:40 - 12:50,100,3
12:50 - 13:00,101,2
12:50 - 13:00,102,1
12:50 - 13:00,103,4
12:50 - 13:00,104,4
12:50 - 13:00,105,4
12:50 - 13:00,106,5
12:50 - 13:00,107,5
12:50 - 13:00,108,4
13:00 - 13:10,109,1
13:00 - 13:10,110,3
13:00 - 13:10,111,2
13:00 - 13:10,112,4
13:00 - 13:10,113,5
13:00 - 13:10,114,3
13:00 - 13:10,115,5
13:00 - 13:10,116,3
13:00 - 13:10,117,4
13:00 - 13:10,118,4
13:00 - 13:10,119,3
13:00 - 13:10,120,4
13:10 - 13:20,121,2
13:10 - 13:20,122,3
13:10 - 13:20,123,2
13:10 - 13:20,124,2
13:10 - 13:20,125,5
13:10 - 13:20,126,2
13:10 - 13:20,127,3
13:10 - 13:20,128,2
13:10 - 13:20,129,4
13:10 - 13:20,130,2
13:10 - 13:20,131,2
13:10 - 13:20,132,5
13:10 - 13:20,133,3
13:10 - 13:20,134,2
13:20 - 13:30,135,4
13:20 - 13:30,136,3
13:20 - 13:30,137,3
13:20 - 13:30,138,3
13:20 - 13:30,139,3
13:20 - 13:30,140,2
13:20 - 13:30,141,1
13:20 - 13:30,142,2
13:20 - 13:30,143,5
13:20 - 13:30,144,5
13:20 - 13:30,145,3
13:20 - 13:30,146,4
13:20 - 13:30,147,2
13:20 - 13:30,148,3
13:20 - 13:30,149,5
13:20 - 13:30,150,3
13:30 - 13:40,151,2
13:30 - 13:40,152,5
13:30 - 13:40,153,2
13:30 - 13:40,154,3
13:30 - 13:40,155,3
13:30 - 13:40,156,4
13:30 - 13:40,157,3
13:30 - 13:40,158,2
13:30 - 13:40,159,3
13:30 - 13:40,160,2
13:30 - 13:40,161,3
13:30 - 13:40,162,2
13:30 - 13:40,163,2
13:30 - 13:40,164,4
13:30 - 13:40,165,2
13:30 - 13:40,166,1
13:40 - 13:50,167,1
13:40 - 13:50,168,2
13:40 - 13:50,169,1
13:40 - 13:50,170,5
13:40 - 13:50,171,4
13:40 - 13:50,172,4
13:40 - 13:50,173,4
13:40 - 13:50,174,4
13:40 - 13:50,175,2
13:40 - 13:50,176,4
13:40 - 13:50,177,3
13:40 - 13:50,178,2
13:40 - 13:50,179,3
13:40 - 13:50,180,3
13:50 - 14:00,181,3
13:50 - 14:00,182,3
13:50 - 14:00,183,3
13:50 - 14:00,184,3
13:50 - 14:00,185,5
