arrival_time,wait_time
10:40:19,00:02:34
10:45:08,00:01:43
10:46:01,00:02:14
10:50:43,00:00:52
10:57:13,00:00:44
10:57:20,00:01:36
10:59:53,00:02:31
11:00:07,00:00:52
11:01:44,00:01:41
11:02:04,00:05:31
11:02:25,00:02:47
11:03:13,00:01:32
11:03:44,00:02:10
11:04:47,00:01:57
11:05:03,00:03:44
11:05:04,00:04:02
11:07:04,00:03:02
11:07:52,00:08:19
11:09:04,00:04:10
11:10:01,00:01:58
11:10:32,00:04:50
11:11:54,00:04:24
11:12:28,00:09:12
11:12:53,00:07:47
11:14:30,00:04:20
11:14:58,00:05:18
11:15:17,00:07:01
11:16:32,00:06:30
11:16:41,00:06:57
11:17:24,00:06:21
11:18:58,00:06:13
11:19:03,00:09:04
11:20:44,00:08:26
11:21:16,00:10:26
11:21:56,00:08:45
11:22:17,00:08:52
11:23:40,00:11:09
11:25:33,00:10:12
11:26:03,00:07:35
11:26:04,00:12:30
11:26:37,00:09:09
11:26:51,00:10:19
11:27:16,00:10:58
11:29:01,00:10:07
11:29:02,00:14:22
11:30:15,00:09:35
11:30:17,00:10:37
11:30:37,00:12:22
11:30:38,00:13:33
11:31:40,00:17:51
11:32:56,00:15:22
11:32:57,00:13:15
11:33:01,00:14:18
11:33:18,00:15:01
11:35:38,00:14:13
11:36:30,00:16:16
11:37:19,00:13:50
11:37:28,00:15:23
11:38:24,00:17:20
11:39:12,00:14:59
11:39:38,00:16:28
11:39:56,00:16:17
11:40:07,00:19:30
11:41:01,00:17:57
11:41:12,N/A
11:42:20,N/A
11:43:01,00:17:41
11:43:07,N/A
11:43:57,00:25:19
11:45:14,00:15:23
11:45:22,N/A
11:46:04,N/A
11:46:36,00:15:47
11:47:47,00:15:20
11:48:54,00:16:10
11:51:19,00:14:32
11:51:30,00:17:18
11:51:33,00:15:18
11:53:24,00:16:33
11:53:30,00:16:42
11:55:02,00:16:26
11:55:15,00:15:49
11:56:01,00:20:51
11:56:57,00:16:59
11:57:16,00:16:38
11:57:28,N/A
11:57:39,N/A
11:58:19,N/A
11:59:17,00:16:48
11:59:39,00:15:20
12:02:11,00:16:13
12:03:06,00:16:58
12:04:37,00:14:18
12:09:08,00:10:10
12:13:24,00:08:01
12:15:18,00:05:54
12:17:11,00:05:15
12:20:30,00:02:35
12:24:00,00:02:42
12:25:00,00:05:18
12:25:11,00:03:13
12:28:55,00:02:11
12:29:52,00:03:17
12:29:58,00:04:19
12:30:14,00:03:18
12:32:45,00:02:03
12:33:33,00:03:31
12:35:06,00:02:30
12:35:19,00:02:05
12:36:18,00:02:19
12:36:38,00:03:19
12:39:53,00:03:34
12:42:45,00:00:52
12:44:30,00:02:34
12:45:35,00:03:53
12:46:10,00:03:58
12:46:51,00:02:38
12:46:52,00:05:54
12:48:12,00:02:55
12:48:35,00:02:20
12:49:23,00:03:06
12:50:17,00:03:39
12:50:43,00:04:56
12:52:13,00:04:23
12:53:37,00:02:54
12:53:37,00:08:00
12:54:13,00:04:58
12:54:22,00:05:49
12:54:39,00:08:12
12:55:29,00:09:04
12:56:00,00:11:58
12:56:51,00:07:33
12:57:58,00:08:35
12:58:35,00:10:35
12:59:06,00:09:59
12:59:32,00:11:17
13:01:02,00:11:55
13:01:05,00:12:43
13:01:11,00:12:38
13:01:12,00:14:06
13:01:18,00:14:59
13:01:42,00:15:43
13:03:11,00:13:36
13:03:23,00:17:38
13:03:37,00:14:02
13:05:09,00:16:07
13:05:15,00:13:36
13:05:27,00:15:17
13:05:34,00:18:25
13:05:35,N/A
13:07:02,00:16:43
13:07:59,N/A
13:07:59,00:15:21
13:08:13,N/A
13:08:15,N/A
13:09:45,00:18:50
13:10:21,00:15:08
13:10:40,N/A
13:10:46,N/A
13:10:58,00:15:14
13:11:12,N/A
13:11:34,N/A
13:12:20,N/A
13:12:30,N/A
13:13:43,N/A
13:13:43,00:14:47
13:15:34,00:12:14
13:16:02,00:13:02
13:16:06,00:22:43
13:17:03,00:13:01
13:17:09,00:12:51
13:17:10,N/A
13:19:00,00:15:10
13:20:30,00:11:13
13:20:30,00:13:00
13:20:53,00:16:43
13:20:54,N/A
13:21:05,00:14:35
13:21:23,00:18:35
13:21:27,N/A
13:21:28,N/A
13:22:09,N/A
13:22:10,N/A
13:22:23,N/A
13:23:24,00:16:13
13:24:16,00:18:22
13:24:25,00:19:59
13:24:36,N/A
13:25:19,N/A
13:26:29,00:16:42
13:26:48,00:17:52
13:27:22,N/A
13:28:46,00:15:36
13:28:49,00:16:57
13:29:15,00:17:20
13:30:08,00:16:48
13:30:28,00:17:15
13:30:40,00:18:43
13:30:48,N/A
13:31:33,N/A
13:31:36,N/A
13:31:36,N/A
13:31:53,00:17:16
13:31:59,N/A
13:32:13,N/A
13:33:06,N/A
13:34:37,00:14:43
13:34:54,00:17:38
13:36:03,00:16:04
13:36:35,N/A
13:36:54,N/A
13:37:06,N/A
13:37:11,N/A
13:37:18,N/A
13:37:51,00:12:51
13:43:19,00:11:11
13:44:18,00:09:18
13:44:25,00:11:16
13:44:33,00:11:59
13:44:39,00:13:55
13:44:45,00:12:27
13:44:54,00:14:02
13:45:55,00:13:58
13:46:36,00:16:01
13:47:29,00:14:09
13:47:58,00:14:49
13:48:14,00:16:44
13:48:16,N/A
13:49:18,00:14:46
13:49:30,00:16:15
13:50:20,00:17:11
13:50:34,N/A
13:50:49,00:15:29
13:51:08,N/A
13:51:16,N/A
13:53:30,00:13:39
13:54:08,00:13:26
13:54:12,00:16:47
13:56:00,00:14:03
13:56:16,00:13:55
13:56:25,N/A
13:57:06,00:14:36
13:58:25,00:14:58
13:58:40,00:15:23
13:59:21,00:13:38
13:59:42,N/A
14:02:42,00:11:05
14:03:18,00:11:51
14:03:41,00:14:36
14:03:57,00:14:22
14:04:03,N/A
14:04:23,00:12:04
14:04:37,N/A
14:04:51,N/A
14:06:38,00:12:14
14:07:08,00:12:24
14:09:28,00:12:57
14:10:57,00:15:52
14:13:30,00:09:42
14:13:46,00:12:23
14:16:00,00:14:36
14:16:15,00:10:50
14:16:37,00:12:40
14:20:23,00:11:10
14:20:43,00:11:14
14:22:11,00:11:05
14:22:47,00:11:08
14:23:15,00:15:10
14:24:51,00:12:13
14:32:03,00:05:13
14:38:07,00:03:25
14:38:12,00:03:28
14:47:44,00:01:08
14:48:15,00:07:08
14:48:44,00:05:32
14:55:39,00:02:35
14:56:53,00:02:26
14:59:45,00:01:02
15:00:59,00:01:38
15:01:17,00:05:25
15:01:43,00:02:42
15:02:50,00:06:13
15:06:23,00:03:24
15:07:50,00:02:07
15:11:23,00:01:55
15:11:25,00:01:04
15:11:56,00:00:50
15:14:08,00:03:15
15:16:19,00:02:31
15:16:29,00:04:39
15:18:07,00:02:05
15:18:56,00:01:53
15:22:37,00:01:26
15:24:01,00:04:54
15:24:33,00:04:00
15:24:53,00:05:15
15:24:56,00:06:28
15:25:55,00:06:45
15:27:47,00:05:14
15:28:36,00:04:16
15:28:40,00:07:37
15:32:25,00:01:55
15:33:13,00:05:13
15:34:09,00:02:30
15:34:26,00:03:21
15:35:10,00:03:33
15:35:40,00:06:11
15:36:05,00:08:51
15:37:08,00:03:47
15:37:57,00:04:38
15:39:05,00:04:06
15:39:57,00:09:47
15:40:21,00:06:41
15:40:52,00:07:41
15:42:04,00:06:26
15:42:15,00:17:01
15:43:31,00:06:40
15:44:16,00:09:25
15:45:30,00:06:10
15:47:11,00:06:08
15:47:12,00:11:21
15:49:09,00:06:29
15:49:59,00:08:03
15:50:20,00:10:56
15:51:37,00:08:27
15:51:42,00:14:23
15:54:24,00:08:42
15:55:48,00:08:11
15:56:31,00:08:31
15:56:43,00:08:32
15:58:33,00:07:23
15:58:49,00:07:32
15:59:30,00:07:12
15:59:34,00:11:29
15:59:54,00:08:12
15:59:55,00:12:45
16:00:14,00:15:09
16:02:37,00:11:24
16:03:59,00:13:06
16:04:10,00:14:59
16:04:25,00:13:22
16:04:51,00:15:12
16:06:00,00:16:12
16:06:18,00:16:29
16:06:19,00:17:46
16:07:05,00:16:56
16:07:40,00:19:12
16:10:29,00:15:00
16:10:48,00:16:12
16:10:53,00:16:36
16:11:50,00:19:11
16:12:24,00:15:56
16:13:45,00:16:06
16:13:46,00:16:17
16:15:30,00:16:31
16:16:24,00:18:31
16:16:30,N/A
16:17:30,00:17:15
16:19:47,00:15:50
16:20:51,00:15:52
16:23:30,00:15:15
16:24:15,00:18:42
16:24:27,00:15:30
16:25:25,00:16:07
16:26:34,00:17:16
16:28:33,00:15:25
16:28:52,00:15:37
16:33:02,00:15:44
16:33:25,00:13:20
16:33:25,00:14:44
16:36:18,00:12:39
16:36:32,00:12:51
16:36:40,00:17:56
16:37:19,00:15:06
16:38:27,00:15:16
16:42:52,00:11:11
16:43:45,00:11:08
16:45:05,00:12:08
16:46:49,00:12:07
16:47:10,00:10:47
16:49:57,00:11:01
16:52:00,00:08:16
16:53:00,00:10:25
16:53:17,00:09:29
16:55:09,00:06:57
16:56:24,00:07:55
16:59:13,00:05:58
16:59:34,00:09:56
17:00:57,00:07:27
17:02:37,00:03:28
17:03:17,00:09:22
17:04:43,00:05:57
17:05:18,00:09:19
17:07:08,00:04:21
