time_band,group_id,size
10:00 - 10:10,1,1
10:30 - 10:40,2,3
10:40 - 10:50,3,2
10:40 - 10:50,4,3
10:50 - 11:00,5,2
10:50 - 11:00,6,3
10:50 - 11:00,7,2
10:50 - 11:00,8,3
11:00 - 11:10,9,2
11:00 - 11:10,10,2
11:00 - 11:10,11,2
11:00 - 11:10,12,3
11:00 - 11:10,13,3
11:00 - 11:10,14,3
11:00 - 11:10,15,4
11:00 - 11:10,16,1
11:10 - 11:20,17,2
11:10 - 11:20,18,2
11:10 - 11:20,19,1
11:10 - 11:20,20,2
11:10 - 11:20,21,1
11:10 - 11:20,22,2
11:10 - 11:20,23,5
11:10 - 11:20,24,2
11:10 - 11:20,25,2
11:10 - 11:20,26,2
11:10 - 11:20,27,2
11:10 - 11:20,28,1
11:10 - 11:20,29,1
11:10 - 11:20,30,2
11:10 - 11:20,31,3
11:20 - 11:30,32,4
11:20 - 11:30,33,1
11:20 - 11:30,34,2
11:20 - 11:30,35,2
11:20 - 11:30,36,4
11:20 - 11:30,37,3
11:20 - 11:30,38,2
11:20 - 11:30,39,2
11:20 - 11:30,40,2
11:20 - 11:30,41,2
11:20 - 11:30,42,2
11:20 - 11:30,43,2
11:20 - 11:30,44,2
11:20 - 11:30,45,2
11:20 - 11:30,46,2
11:30 - 11:40,47,1
11:30 - 11:40,48,2
11:30 - 11:40,49,3
11:30 - 11:40,50,2
11:30 - 11:40,51,2
11:30 - 11:40,52,1
11:30 - 11:40,53,3
11:30 - 11:40,54,2
11:30 - 11:40,55,2
11:30 - 11:40,56,1
11:30 - 11:40,57,2
11:30 - 11:40,58,2
11:30 - 11:40,59,1
11:30 - 11:40,60,1
11:30 - 11:40,61,2
11:30 - 11:40,62,2
11:30 - 11:40,63,5
11:30 - 11:40,64,2
11:30 - 11:40,65,2
11:30 - 11:40,66,2
11:40 - 11:50,67,2
11:40 - 11:50,68,2
11:40 - 11:50,69,2
11:40 - 11:50,70,1
11:40 - 11:50,71,2
11:40 - 11:50,72,1
11:40 - 11:50,73,2
11:40 - 11:50,74,2
11:40 - 11:50,75,3
11:40 - 11:50,76,2
11:40 - 11:50,77,2
11:40 - 11:50,78,2
11:40 - 11:50,79,2
11:40 - 11:50,80,2
11:40 - 11:50,81,4
11:40 - 11:50,82,2
11:50 - 12:00,83,1
11:50 - 12:00,84,3
11:50 - 12:00,85,2
11:50 - 12:00,86,2
11:50 - 12:00,87,1
11:50 - 12:00,88,3
11:50 - 12:00,89,4
11:50 - 12:00,90,2
11:50 - 12:00,91,1
11:50 - 12:00,92,3
11:50 - 12:00,93,4
11:50 - 12:00,94,1
12:00 - 12:10,95,2
12:00 - 12:10,96,2
12:00 - 12:10,97,2
12:00 - 12:10,98,2
12:00 - 12:10,99,2
12:00 - 12:10,100,2
12:10 - 12:20,101,2
12:10 - 12:20,102,5
12:10 - 12:20,103,2
12:10 - 12:20,104,2
12:20 - 12:30,105,1
12:20 - 12:30,106,2
12:20 - 12:30,107,2
12:20 - 12:30,108,2
12:20 - 12:30,109,2
12:20 - 12:30,110,3
12:20 - 12:30,111,2
12:30 - 12:40,112,2
12:30 - 12:40,113,2
12:30 - 12:40,114,2
12:30 - 12:40,115,2
12:30 - 12:40,116,2
12:30 - 12:40,117,1
12:30 - 12:40,118,3
12:30 - 12:40,119,2
12:30 - 12:40,120,2
12:40 - 12:50,121,2
12:40 - 12:50,122,5
12:40 - 12:50,123,4
12:40 - 12:50,124,2
12:40 - 12:50,125,2
12:40 - 12:50,126,2
12:40 - 12:50,127,4
12:40 - 12:50,128,2
12:40 - 12:50,129,2
12:50 - 13:00,130,2
12:50 - 13:00,131,2
12:50 - 13:00,132,2
12:50 - 13:00,133,2
12:50 - 13:00,134,5
12:50 - 13:00,135,2
12:50 - 13:00,136,4
12:50 - 13:00,137,2
12:50 - 13:00,138,2
12:50 - 13:00,139,3
12:50 - 13:00,140,2
12:50 - 13:00,141,2
13:00 - 13:10,142,1
13:00 - 13:10,143,1
13:00 - 13:10,144,2
13:00 - 13:10,145,2
13:00 - 13:10,146,1
13:00 - 13:10,147,3
13:00 - 13:10,148,2
13:00 - 13:10,149,2
13:00 - 13:10,150,2
13:00 - 13:10,151,3
13:00 - 13:10,152,2
13:00 - 13:10,153,2
13:00 - 13:10,154,5
13:00 - 13:10,155,2
13:00 - 13:10,156,2
13:00 - 13:10,157,2
13:00 - 13:10,158,1
13:00 - 13:10,159,2
13:00 - 13:10,160,2
13:00 - 13:10,161,5
13:10 - 13:20,162,2
13:10 - 13:20,163,3
13:10 - 13:20,164,1
13:10 - 13:20,165,2
13:10 - 13:20,166,2
13:10 - 13:20,167,5
