time_band,group_id,size
10:30 - 10:40,1,2
10:40 - 10:50,2,3
10:50 - 11:00,3,3
10:50 - 11:00,4,1
10:50 - 11:00,5,3
10:50 - 11:00,6,1
10:50 - 11:00,7,1
11:00 - 11:10,8,3
11:00 - 11:10,9,1
11:00 - 11:10,10,3
11:00 - 11:10,11,3
11:00 - 11:10,12,2
11:00 - 11:10,13,2
11:00 - 11:10,14,1
11:00 - 11:10,15,2
11:00 - 11:10,16,5
11:10 - 11:20,17,2
11:10 - 11:20,18,1
11:10 - 11:20,19,1
11:10 - 11:20,20,2
11:10 - 11:20,21,4
11:10 - 11:20,22,1
11:10 - 11:20,23,3
11:10 - 11:20,24,3
11:10 - 11:20,25,1
11:10 - 11:20,26,3
11:10 - 11:20,27,1
11:10 - 11:20,28,1
11:10 - 11:20,29,2
11:10 - 11:20,30,1
11:10 - 11:20,31,2
11:20 - 11:30,32,1
11:20 - 11:30,33,1
11:20 - 11:30,34,1
11:20 - 11:30,35,2
11:20 - 11:30,36,2
11:20 - 11:30,37,2
11:20 - 11:30,38,1
11:20 - 11:30,39,2
11:20 - 11:30,40,3
11:20 - 11:30,41,4
11:20 - 11:30,42,2
11:20 - 11:30,43,2
11:20 - 11:30,44,2
11:20 - 11:30,45,4
11:20 - 11:30,46,2
11:20 - 11:30,47,1
11:20 - 11:30,48,1
11:30 - 11:40,49,1
11:30 - 11:40,50,2
11:30 - 11:40,51,2
11:30 - 11:40,52,2
11:30 - 11:40,53,2
11:30 - 11:40,54,2
11:30 - 11:40,55,1
11:30 - 11:40,56,2
11:30 - 11:40,57,1
11:30 - 11:40,58,4
11:30 - 11:40,59,2
11:30 - 11:40,60,1
11:30 - 11:40,61,2
11:30 - 11:40,62,3
11:30 - 11:40,63,2
11:30 - 11:40,64,1
11:30 - 11:40,65,2
11:30 - 11:40,66,1
11:30 - 11:40,67,1
11:30 - 11:40,68,2
11:30 - 11:40,69,2
11:30 - 11:40,70,2
11:40 - 11:50,71,2
11:40 - 11:50,72,3
11:40 - 11:50,73,3
11:40 - 11:50,74,4
11:40 - 11:50,75,3
11:40 - 11:50,76,2
11:40 - 11:50,77,1
11:40 - 11:50,78,2
11:40 - 11:50,79,1
11:40 - 11:50,80,2
11:40 - 11:50,81,1
11:40 - 11:50,82,1
11:40 - 11:50,83,2
11:40 - 11:50,84,1
11:40 - 11:50,85,3
11:40 - 11:50,86,1
11:40 - 11:50,87,2
11:50 - 12:00,88,5
11:50 - 12:00,89,1
11:50 - 12:00,90,1
11:50 - 12:00,91,2
11:50 - 12:00,92,1
11:50 - 12:00,93,1
11:50 - 12:00,94,2
11:50 - 12:00,95,4
11:50 - 12:00,96,1
11:50 - 12:00,97,1
11:50 - 12:00,98,4
11:50 - 12:00,99,3
12:00 - 12:10,100,1
12:00 - 12:10,101,2
12:00 - 12:10,102,4
12:00 - 12:10,103,1
12:00 - 12:10,104,3
12:00 - 12:10,105,2
12:10 - 12:20,106,1
12:10 - 12:20,107,1
12:10 - 12:20,108,5
12:10 - 12:20,109,2
12:10 - 12:20,110,1
12:10 - 12:20,111,2
12:20 - 12:30,112,4
12:20 - 12:30,113,1
12:20 - 12:30,114,2
12:20 - 12:30,115,2
12:20 - 12:30,116,2
12:20 - 12:30,117,3
12:20 - 12:30,118,1
12:30 - 12:40,119,1
12:30 - 12:40,120,5
12:30 - 12:40,121,2
12:30 - 12:40,122,2
12:30 - 12:40,123,2
12:30 - 12:40,124,1
12:30 - 12:40,125,1
12:30 - 12:40,126,5
12:40 - 12:50,127,2
12:40 - 12:50,128,2
12:40 - 12:50,129,1
12:40 - 12:50,130,1
12:40 - 12:50,131,4
12:40 - 12:50,132,1
12:40 - 12:50,133,5
12:40 - 12:50,134,1
12:40 - 12:50,135,2
12:40 - 12:50,136,1
12:40 - 12:50,137,1
12:40 - 12:50,138,2
12:40 - 12:50,139,3
12:50 - 13:00,140,2
12:50 - 13:00,141,1
12:50 - 13:00,142,1
12:50 - 13:00,143,1
12:50 - 13:00,144,4
12:50 - 13:00,145,2
12:50 - 13:00,146,1
12:50 - 13:00,147,1
12:50 - 13:00,148,2
12:50 - 13:00,149,1
12:50 - 13:00,150,2
12:50 - 13:00,151,5
12:50 - 13:00,152,2
12:50 - 13:00,153,1
12:50 - 13:00,154,4
13:00 - 13:10,155,2
13:00 - 13:10,156,1
13:00 - 13:10,157,2
13:00 - 13:10,158,3
13:00 - 13:10,159,2
13:00 - 13:10,160,2
13:00 - 13:10,161,3
13:00 - 13:10,162,1
13:00 - 13:10,163,1
13:00 - 13:10,164,2
13:00 - 13:10,165,1
13:00 - 13:10,166,3
13:00 - 13:10,167,2
13:00 - 13:10,168,2
13:00 - 13:10,169,4
13:00 - 13:10,170,4
13:00 - 13:10,171,3
13:00 - 13:10,172,2
13:00 - 13:10,173,1
13:10 - 13:20,174,4
13:10 - 13:20,175,1
13:10 - 13:20,176,1
13:10 - 13:20,177,1
13:10 - 13:20,178,2
13:10 - 13:20,179,3
13:10 - 13:20,180,1
13:10 - 13:20,181,3
13:10 - 13:20,182,3
13:10 - 13:20,183,5
13:10 - 13:20,184,1
13:10 - 13:20,185,1
