time_band,group_id,size
10:00 - 10:10,1,1
10:30 - 10:40,2,1
10:30 - 10:40,3,1
10:40 - 10:50,4,5
10:50 - 11:00,5,4
10:50 - 11:00,6,2
10:50 - 11:00,7,2
11:00 - 11:10,8,1
11:00 - 11:10,9,3
11:00 - 11:10,10,2
11:00 - 11:10,11,2
11:00 - 11:10,12,3
11:00 - 11:10,13,3
11:00 - 11:10,14,4
11:00 - 11:10,15,3
11:10 - 11:20,16,3
11:10 - 11:20,17,4
11:10 - 11:20,18,3
11:10 - 11:20,19,5
11:10 - 11:20,20,3
11:10 - 11:20,21,2
11:10 - 11:20,22,2
11:10 - 11:20,23,2
11:10 - 11:20,24,3
11:10 - 11:20,25,2
11:20 - 11:30,26,2
11:20 - 11:30,27,5
11:20 - 11:30,28,5
11:20 - 11:30,29,2
11:20 - 11:30,30,3
11:20 - 11:30,31,2
11:20 - 11:30,32,4
11:20 - 11:30,33,1
11:20 - 11:30,34,4
11:20 - 11:30,35,3
11:20 - 11:30,36,3
11:30 - 11:40,37,4
11:30 - 11:40,38,3
11:30 - 11:40,39,2
11:30 - 11:40,40,1
11:30 - 11:40,41,3
11:30 - 11:40,42,4
11:30 - 11:40,43,2
11:30 - 11:40,44,3
11:30 - 11:40,45,2
11:30 - 11:40,46,4
11:30 - 11:40,47,1
11:30 - 11:40,48,4
11:30 - 11:40,49,4
11:30 - 11:40,50,3
11:40 - 11:50,51,3
11:40 - 11:50,52,2
11:40 - 11:50,53,1
11:40 - 11:50,54,2
11:40 - 11:50,55,3
11:40 - 11:50,56,1
11:40 - 11:50,57,5
11:40 - 11:50,58,2
11:40 - 11:50,59,4
11:40 - 11:50,60,2
11:40 - 11:50,61,4
11:40 - 11:50,62,2
11:40 - 11:50,63,4
11:50 - 12:00,64,2
11:50 - 12:00,65,3
11:50 - 12:00,66,2
11:50 - 12:00,67,2
11:50 - 12:00,68,3
11:50 - 12:00,69,3
11:50 - 12:00,70,3
11:50 - 12:00,71,3
11:50 - 12:00,72,2
11:50 - 12:00,73,3
11:50 - 12:00,74,1
12:00 - 12:10,75,3
12:00 - 12:10,76,4
12:00 - 12:10,77,3
12:00 - 12:10,78,5
12:10 - 12:20,79,5
12:10 - 12:20,80,3
12:10 - 12:20,81,3
12:20 - 12:30,82,1
12:20 - 12:30,83,2
12:20 - 12:30,84,3
12:20 - 12:30,85,2
12:20 - 12:30,86,4
12:20 - 12:30,87,2
12:30 - 12:40,88,2
12:30 - 12:40,89,1
12:30 - 12:40,90,5
12:30 - 12:40,91,4
12:30 - 12:40,92,4
12:40 - 12:50,93,2
12:40 - 12:50,94,5
12:40 - 12:50,95,3
12:40 - 12:50,96,5
12:40 - 12:50,97,3
12:40 - 12:50,98,5
12:40 - 12:50,99,2
12:50 - 13:00,100,2
12:50 - 13:00,101,2
12:50 - 13:00,102,3
12:50 - 13:00,103,3
12:50 - 13:00,104,3
12:50 - 13:00,105,4
12:50 - 13:00,106,4
12:50 - 13:00,107,1
12:50 - 13:00,108,1
12:50 - 13:00,109,2
12:50 - 13:00,110,5
13:00 - 13:10,111,2
13:00 - 13:10,112,4
13:00 - 13:10,113,2
13:00 - 13:10,114,2
13:00 - 13:10,115,1
13:00 - 13:10,116,1
13:00 - 13:10,117,3
13:00 - 13:10,118,5
13:00 - 13:10,119,4
13:00 - 13:10,120,2
13:00 - 13:10,121,3
13:00 - 13:10,122,3
13:00 - 13:10,123,2
13:00 - 13:10,124,2
13:00 - 13:10,125,5
13:10 - 13:20,126,2
13:10 - 13:20,127,3
13:10 - 13:20,128,4
13:10 - 13:20,129,2
13:10 - 13:20,130,2
13:10 - 13:20,131,3
13:10 - 13:20,132,4
13:10 - 13:20,133,4
13:10 - 13:20,134,2
13:10 - 13:20,135,3
13:10 - 13:20,136,1
13:10 - 13:20,137,2
13:10 - 13:20,138,3
13:10 - 13:20,139,1
13:10 - 13:20,140,3
13:20 - 13:30,141,2
13:20 - 13:30,142,3
13:20 - 13:30,143,2
13:20 - 13:30,144,4
13:20 - 13:30,145,5
13:20 - 13:30,146,2
13:20 - 13:30,147,2
13:20 - 13:30,148,4
13:20 - 13:30,149,5
13:20 - 13:30,150,4
13:20 - 13:30,151,1
13:20 - 13:30,152,2
13:20 - 13:30,153,4
13:20 - 13:30,154,2
13:20 - 13:30,155,3
13:20 - 13:30,156,3
13:20 - 13:30,157,2
13:20 - 13:30,158,3
13:30 - 13:40,159,4
13:30 - 13:40,160,5
13:30 - 13:40,161,3
13:30 - 13:40,162,2
13:30 - 13:40,163,4
13:30 - 13:40,164,4
13:30 - 13:40,165,4
13:30 - 13:40,166,2
