time_band,group_id,size
10:00 - 10:10,1,1
10:30 - 10:40,2,1
10:30 - 10:40,3,1
10:40 - 10:50,4,3
10:50 - 11:00,5,3
10:50 - 11:00,6,1
10:50 - 11:00,7,1
10:50 - 11:00,8,1
10:50 - 11:00,9,3
11:00 - 11:10,10,2
11:00 - 11:10,11,1
11:00 - 11:10,12,1
11:00 - 11:10,13,1
11:00 - 11:10,14,1
11:00 - 11:10,15,1
11:00 - 11:10,16,3
11:00 - 11:10,17,1
11:00 - 11:10,18,1
11:00 - 11:10,19,1
11:00 - 11:10,20,1
11:00 - 11:10,21,1
11:00 - 11:10,22,1
11:00 - 11:10,23,1
11:00 - 11:10,24,1
11:00 - 11:10,25,3
11:10 - 11:20,26,1
11:10 - 11:20,27,2
11:10 - 11:20,28,2
11:10 - 11:20,29,1
11:10 - 11:20,30,4
11:10 - 11:20,31,1
11:10 - 11:20,32,1
11:10 - 11:20,33,1
11:10 - 11:20,34,2
11:10 - 11:20,35,2
11:10 - 11:20,36,1
11:10 - 11:20,37,1
11:10 - 11:20,38,1
11:10 - 11:20,39,1
11:10 - 11:20,40,2
11:10 - 11:20,41,1
11:10 - 11:20,42,1
11:10 - 11:20,43,2
11:10 - 11:20,44,2
11:20 - 11:30,45,1
11:20 - 11:30,46,1
11:20 - 11:30,47,1
11:20 - 11:30,48,2
11:20 - 11:30,49,1
11:20 - 11:30,50,1
11:20 - 11:30,51,1
11:20 - 11:30,52,2
11:20 - 11:30,53,1
11:20 - 11:30,54,3
11:20 - 11:30,55,1
11:20 - 11:30,56,2
11:20 - 11:30,57,1
11:20 - 11:30,58,1
11:20 - 11:30,59,2
11:20 - 11:30,60,4
11:20 - 11:30,61,3
11:20 - 11:30,62,1
11:20 - 11:30,63,1
11:20 - 11:30,64,3
11:20 - 11:30,65,1
11:30 - 11:40,66,1
11:30 - 11:40,67,1
11:30 - 11:40,68,1
11:30 - 11:40,69,1
11:30 - 11:40,70,2
11:30 - 11:40,71,2
11:30 - 11:40,72,5
11:30 - 11:40,73,1
11:30 - 11:40,74,1
11:30 - 11:40,75,1
11:30 - 11:40,76,1
11:30 - 11:40,77,2
11:30 - 11:40,78,1
11:30 - 11:40,79,2
11:30 - 11:40,80,1
11:30 - 11:40,81,1
11:30 - 11:40,82,1
11:30 - 11:40,83,3
11:30 - 11:40,84,2
11:30 - 11:40,85,2
11:30 - 11:40,86,1
11:30 - 11:40,87,2
11:30 - 11:40,88,1
11:30 - 11:40,89,1
11:30 - 11:40,90,1
11:30 - 11:40,91,1
11:40 - 11:50,92,1
11:40 - 11:50,93,2
11:40 - 11:50,94,3
11:40 - 11:50,95,5
11:40 - 11:50,96,1
11:40 - 11:50,97,1
11:40 - 11:50,98,3
11:40 - 11:50,99,1
11:40 - 11:50,100,1
11:40 - 11:50,101,1
11:40 - 11:50,102,1
11:40 - 11:50,103,1
11:40 - 11:50,104,2
11:40 - 11:50,105,3
11:40 - 11:50,106,2
11:40 - 11:50,107,1
11:40 - 11:50,108,1
11:40 - 11:50,109,1
11:40 - 11:50,110,1
11:40 - 11:50,111,1
11:50 - 12:00,112,3
11:50 - 12:00,113,1
11:50 - 12:00,114,1
11:50 - 12:00,115,2
11:50 - 12:00,116,1
11:50 - 12:00,117,1
11:50 - 12:00,118,1
11:50 - 12:00,119,1
11:50 - 12:00,120,1
11:50 - 12:00,121,1
11:50 - 12:00,122,1
11:50 - 12:00,123,1
11:50 - 12:00,124,2
11:50 - 12:00,125,1
11:50 - 12:00,126,1
11:50 - 12:00,127,3
11:50 - 12:00,128,1
11:50 - 12:00,129,2
11:50 - 12:00,130,1
11:50 - 12:00,131,1
12:00 - 12:10,132,1
12:00 - 12:10,133,1
12:00 - 12:10,134,1
12:00 - 12:10,135,1
12:00 - 12:10,136,4
12:00 - 12:10,137,2
12:00 - 12:10,138,1
12:00 - 12:10,139,2
12:10 - 12:20,140,1
12:10 - 12:20,141,2
12:10 - 12:20,142,1
12:10 - 12:20,143,1
12:10 - 12:20,144,1
12:10 - 12:20,145,1
12:10 - 12:20,146,1
12:10 - 12:20,147,4
12:20 - 12:30,148,2
12:20 - 12:30,149,2
12:20 - 12:30,150,1
12:20 - 12:30,151,3
12:20 - 12:30,152,1
12:20 - 12:30,153,1
12:20 - 12:30,154,1
12:20 - 12:30,155,2
12:20 - 12:30,156,1
12:30 - 12:40,157,1
12:30 - 12:40,158,1
12:30 - 12:40,159,1
12:30 - 12:40,160,2
12:30 - 12:40,161,1
12:30 - 12:40,162,3
12:30 - 12:40,163,1
12:30 - 12:40,164,1
12:30 - 12:40,165,2
12:30 - 12:40,166,1
