time_band,group_id,size
10:30 - 10:40,1,2
10:40 - 10:50,2,1
10:40 - 10:50,3,2
10:40 - 10:50,4,1
10:50 - 11:00,5,1
10:50 - 11:00,6,3
10:50 - 11:00,7,1
10:50 - 11:00,8,2
10:50 - 11:00,9,1
10:50 - 11:00,10,1
11:00 - 11:10,11,2
11:00 - 11:10,12,3
11:00 - 11:10,13,2
11:00 - 11:10,14,5
11:00 - 11:10,15,4
11:00 - 11:10,16,1
11:00 - 11:10,17,2
11:00 - 11:10,18,1
11:10 - 11:20,19,1
11:10 - 11:20,20,2
11:10 - 11:20,21,2
11:10 - 11:20,22,3
11:10 - 11:20,23,1
11:10 - 11:20,24,1
11:10 - 11:20,25,1
11:10 - 11:20,26,1
11:10 - 11:20,27,4
11:10 - 11:20,28,1
11:10 - 11:20,29,1
11:10 - 11:20,30,1
11:10 - 11:20,31,1
11:10 - 11:20,32,4
11:10 - 11:20,33,3
11:10 - 11:20,34,2
11:20 - 11:30,35,2
11:20 - 11:30,36,1
11:20 - 11:30,37,2
11:20 - 11:30,38,1
11:20 - 11:30,39,1
11:20 - 11:30,40,3
11:20 - 11:30,41,1
11:20 - 11:30,42,1
11:20 - 11:30,43,1
11:20 - 11:30,44,2
11:20 - 11:30,45,2
11:20 - 11:30,46,2
11:20 - 11:30,47,1
11:20 - 11:30,48,2
11:20 - 11:30,49,4
11:20 - 11:30,50,2
11:20 - 11:30,51,4
11:20 - 11:30,52,2
11:30 - 11:40,53,1
11:30 - 11:40,54,2
11:30 - 11:40,55,1
11:30 - 11:40,56,2
11:30 - 11:40,57,1
11:30 - 11:40,58,2
11:30 - 11:40,59,1
11:30 - 11:40,60,1
11:30 - 11:40,61,3
11:30 - 11:40,62,1
11:30 - 11:40,63,2
11:30 - 11:40,64,4
11:30 - 11:40,65,1
11:30 - 11:40,66,1
11:30 - 11:40,67,2
11:30 - 11:40,68,4
11:30 - 11:40,69,3
11:30 - 11:40,70,3
11:30 - 11:40,71,4
11:30 - 11:40,72,1
11:40 - 11:50,73,5
11:40 - 11:50,74,5
11:40 - 11:50,75,3
11:40 - 11:50,76,2
11:40 - 11:50,77,3
11:40 - 11:50,78,2
11:40 - 11:50,79,3
11:40 - 11:50,80,3
11:40 - 11:50,81,3
11:40 - 11:50,82,1
11:40 - 11:50,83,2
11:40 - 11:50,84,2
11:50 - 12:00,85,3
11:50 - 12:00,86,1
11:50 - 12:00,87,2
11:50 - 12:00,88,1
11:50 - 12:00,89,1
11:50 - 12:00,90,4
11:50 - 12:00,91,3
11:50 - 12:00,92,5
11:50 - 12:00,93,3
11:50 - 12:00,94,3
11:50 - 12:00,95,1
12:00 - 12:10,96,5
12:00 - 12:10,97,3
12:00 - 12:10,98,2
12:00 - 12:10,99,2
12:10 - 12:20,100,1
12:10 - 12:20,101,1
12:10 - 12:20,102,4
12:10 - 12:20,103,3
12:10 - 12:20,104,3
12:20 - 12:30,105,3
12:20 - 12:30,106,1
12:20 - 12:30,107,3
12:20 - 12:30,108,4
12:20 - 12:30,109,2
12:20 - 12:30,110,2
12:30 - 12:40,111,1
12:30 - 12:40,112,2
12:30 - 12:40,113,4
12:30 - 12:40,114,2
12:30 - 12:40,115,1
12:30 - 12:40,116,2
12:30 - 12:40,117,4
12:30 - 12:40,118,3
12:40 - 12:50,119,1
12:40 - 12:50,120,2
12:40 - 12:50,121,4
12:40 - 12:50,122,2
12:40 - 12:50,123,5
12:40 - 12:50,124,3
12:40 - 12:50,125,5
12:40 - 12:50,126,2
12:50 - 13:00,127,2
12:50 - 13:00,128,1
12:50 - 13:00,129,1
12:50 - 13:00,130,2
12:50 - 13:00,131,2
12:50 - 13:00,132,4
12:50 - 13:00,133,3
12:50 - 13:00,134,1
12:50 - 13:00,135,1
12:50 - 13:00,136,2
12:50 - 13:00,137,1
12:50 - 13:00,138,2
12:50 - 13:00,139,1
12:50 - 13:00,140,3
12:50 - 13:00,141,3
12:50 - 13:00,142,1
13:00 - 13:10,143,1
13:00 - 13:10,144,1
13:00 - 13:10,145,1
13:00 - 13:10,146,2
13:00 - 13:10,147,4
13:00 - 13:10,148,4
13:00 - 13:10,149,3
13:00 - 13:10,150,1
13:00 - 13:10,151,1
13:00 - 13:10,152,2
13:00 - 13:10,153,1
13:00 - 13:10,154,2
13:00 - 13:10,155,1
13:00 - 13:10,156,3
13:00 - 13:10,157,2
13:00 - 13:10,158,2
13:00 - 13:10,159,2
13:00 - 13:10,160,1
13:00 - 13:10,161,1
13:00 - 13:10,162,1
13:00 - 13:10,163,1
13:00 - 13:10,164,1
13:00 - 13:10,165,2
13:00 - 13:10,166,2
13:10 - 13:20,167,1
13:10 - 13:20,168,2
13:10 - 13:20,169,5
13:10 - 13:20,170,4
13:10 - 13:20,171,2
13:10 - 13:20,172,3
13:10 - 13:20,173,1
13:10 - 13:20,174,2
13:10 - 13:20,175,1
13:10 - 13:20,176,1
13:10 - 13:20,177,2
13:10 - 13:20,178,3
13:10 - 13:20,179,2
13:10 - 13:20,180,1
13:10 - 13:20,181,2
13:10 - 13:20,182,2
13:10 - 13:20,183,2
13:10 - 13:20,184,2
13:10 - 13:20,185,1
13:20 - 13:30,186,1
13:20 - 13:30,187,3
13:20 - 13:30,188,4
13:20 - 13:30,189,3
13:20 - 13:30,190,3
13:20 - 13:30,191,1
13:20 - 13:30,192,2
13:20 - 13:30,193,3
13:20 - 13:30,194,2
13:20 - 13:30,195,5
13:20 - 13:30,196,2
13:20 - 13:30,197,1
13:20 - 13:30,198,1
13:20 - 13:30,199,4
13:20 - 13:30,200,1
13:20 - 13:30,201,2
13:20 - 13:30,202,2
13:20 - 13:30,203,1
13:20 - 13:30,204,2
13:20 - 13:30,205,2
