time_band,group_id,size
10:30 - 10:40,1,3
10:40 - 10:50,2,4
10:50 - 11:00,3,4
10:50 - 11:00,4,4
11:00 - 11:10,5,4
11:00 - 11:10,6,5
11:00 - 11:10,7,2
11:00 - 11:10,8,1
11:00 - 11:10,9,4
11:00 - 11:10,10,4
11:10 - 11:20,11,4
11:10 - 11:20,12,5
11:10 - 11:20,13,3
11:10 - 11:20,14,3
11:10 - 11:20,15,1
11:10 - 11:20,16,1
11:10 - 11:20,17,4
11:10 - 11:20,18,4
11:10 - 11:20,19,3
11:20 - 11:30,20,3
11:20 - 11:30,21,3
11:20 - 11:30,22,3
11:20 - 11:30,23,5
11:20 - 11:30,24,1
11:20 - 11:30,25,3
11:20 - 11:30,26,2
11:20 - 11:30,27,4
11:20 - 11:30,28,3
11:20 - 11:30,29,4
11:20 - 11:30,30,3
11:30 - 11:40,31,5
11:30 - 11:40,32,5
11:30 - 11:40,33,1
11:30 - 11:40,34,3
11:30 - 11:40,35,4
11:30 - 11:40,36,4
11:30 - 11:40,37,4
11:30 - 11:40,38,4
11:30 - 11:40,39,2
11:30 - 11:40,40,3
11:30 - 11:40,41,5
11:40 - 11:50,42,3
11:40 - 11:50,43,3
11:40 - 11:50,44,3
11:40 - 11:50,45,4
11:40 - 11:50,46,5
11:40 - 11:50,47,3
11:40 - 11:50,48,3
11:40 - 11:50,49,4
11:40 - 11:50,50,1
11:40 - 11:50,51,3
11:50 - 12:00,52,3
11:50 - 12:00,53,3
11:50 - 12:00,54,2
11:50 - 12:00,55,5
11:50 - 12:00,56,3
11:50 - 12:00,57,2
11:50 - 12:00,58,2
11:50 - 12:00,59,4
11:50 - 12:00,60,3
12:00 - 12:10,61,3
12:00 - 12:10,62,2
12:00 - 12:10,63,4
12:00 - 12:10,64,3
12:10 - 12:20,65,3
12:10 - 12:20,66,2
12:10 - 12:20,67,3
12:10 - 12:20,68,3
12:20 - 12:30,69,3
12:20 - 12:30,70,4
12:20 - 12:30,71,2
12:20 - 12:30,72,3
12:20 - 12:30,73,3
12:30 - 12:40,74,1
12:30 - 12:40,75,1
12:30 - 12:40,76,5
12:30 - 12:40,77,3
12:30 - 12:40,78,3
12:30 - 12:40,79,4
12:40 - 12:50,80,4
12:40 - 12:50,81,2
12:40 - 12:50,82,2
12:40 - 12:50,83,3
12:40 - 12:50,84,4
12:40 - 12:50,85,1
12:40 - 12:50,86,2
12:40 - 12:50,87,4
12:40 - 12:50,88,2
12:50 - 13:00,89,3
12:50 - 13:00,90,1
12:50 - 13:00,91,3
12:50 - 13:00,92,2
12:50 - 13:00,93,3
12:50 - 13:00,94,4
12:50 - 13:00,95,3
12:50 - 13:00,96,2
12:50 - 13:00,97,3
12:50 - 13:00,98,5
13:00 - 13:10,99,2
13:00 - 13:10,100,2
13:00 - 13:10,101,4
13:00 - 13:10,102,3
13:00 - 13:10,103,4
13:00 - 13:10,104,2
13:00 - 13:10,105,4
13:00 - 13:10,106,3
13:00 - 13:10,107,4
13:00 - 13:10,108,3
13:00 - 13:10,109,5
13:00 - 13:10,110,3
13:00 - 13:10,111,2
13:10 - 13:20,112,3
13:10 - 13:20,113,3
13:10 - 13:20,114,4
13:10 - 13:20,115,4
13:10 - 13:20,116,3
13:10 - 13:20,117,4
13:10 - 13:20,118,3
13:10 - 13:20,119,4
13:10 - 13:20,120,3
13:10 - 13:20,121,3
13:10 - 13:20,122,5
13:20 - 13:30,123,4
13:20 - 13:30,124,5
13:20 - 13:30,125,4
13:20 - 13:30,126,4
13:20 - 13:30,127,1
13:20 - 13:30,128,1
13:20 - 13:30,129,4
13:20 - 13:30,130,2
13:20 - 13:30,131,4
13:20 - 13:30,132,2
13:20 - 13:30,133,4
13:20 - 13:30,134,2
13:20 - 13:30,135,4
13:20 - 13:30,136,5
13:20 - 13:30,137,1
13:20 - 13:30,138,2
13:20 - 13:30,139,4
13:30 - 13:40,140,2
13:30 - 13:40,141,2
13:30 - 13:40,142,4
13:30 - 13:40,143,4
13:30 - 13:40,144,3
13:30 - 13:40,145,3
13:30 - 13:40,146,3
13:30 - 13:40,147,4
13:30 - 13:40,148,2
13:30 - 13:40,149,4
13:30 - 13:40,150,3
13:30 - 13:40,151,2
13:30 - 13:40,152,4
13:30 - 13:40,153,4
13:40 - 13:50,154,2
13:40 - 13:50,155,5
13:40 - 13:50,156,3
13:40 - 13:50,157,3
13:40 - 13:50,158,3
13:40 - 13:50,159,3
13:40 - 13:50,160,2
13:40 - 13:50,161,2
13:40 - 13:50,162,1
13:40 - 13:50,163,3
13:40 - 13:50,164,2
13:40 - 13:50,165,4
13:40 - 13:50,166,4
13:40 - 13:50,167,2
13:50 - 14:00,168,3
13:50 - 14:00,169,3
13:50 - 14:00,170,4
13:50 - 14:00,171,4
13:50 - 14:00,172,4
13:50 - 14:00,173,3
13:50 - 14:00,174,4
13:50 - 14:00,175,3
13:50 - 14:00,176,4
14:00 - 14:10,177,3
14:00 - 14:10,178,4
14:00 - 14:10,179,5
14:00 - 14:10,180,3
14:00 - 14:10,181,3
14:00 - 14:10,182,3
14:00 - 14:10,183,1
14:10 - 14:20,184,3
14:10 - 14:20,185,2
14:10 - 14:20,186,3
14:10 - 14:20,187,4
14:20 - 14:30,188,4
14:20 - 14:30,189,4
14:20 - 14:30,190,3
14:30 - 14:40,191,3
14:30 - 14:40,192,4
14:40 - 14:50,193,2
14:40 - 14:50,194,3
14:50 - 15:00,195,4
14:50 - 15:00,196,2
14:50 - 15:00,197,4
15:00 - 15:10,198,3
15:00 - 15:10,199,3
15:00 - 15:10,200,1
15:00 - 15:10,201,4
15:10 - 15:20,202,3
15:10 - 15:20,203,4
15:10 - 15:20,204,2
15:10 - 15:20,205,4
15:10 - 15:20,206,4
15:20 - 15:30,207,4
15:20 - 15:30,208,5
15:20 - 15:30,209,3
15:20 - 15:30,210,1
15:20 - 15:30,211,5
15:20 - 15:30,212,1
15:20 - 15:30,213,2
15:30 - 15:40,214,1
15:30 - 15:40,215,5
15:30 - 15:40,216,4
15:30 - 15:40,217,3
15:30 - 15:40,218,1
15:30 - 15:40,219,2
15:30 - 15:40,220,5
15:40 - 15:50,221,1
15:40 - 15:50,222,3
15:40 - 15:50,223,5
15:40 - 15:50,224,3
15:40 - 15:50,225,2
15:40 - 15:50,226,4
15:40 - 15:50,227,4
15:40 - 15:50,228,4
15:50 - 16:00,229,4
15:50 - 16:00,230,3
15:50 - 16:00,231,5
15:50 - 16:00,232,2
15:50 - 16:00,233,5
15:50 - 16:00,234,3
15:50 - 16:00,235,4
16:00 - 16:10,236,2
