time_band,group_id,size
10:00 - 10:10,1,1
10:30 - 10:40,2,1
10:30 - 10:40,3,1
10:40 - 10:50,4,1
10:40 - 10:50,5,1
10:40 - 10:50,6,2
10:50 - 11:00,7,2
10:50 - 11:00,8,1
10:50 - 11:00,9,1
10:50 - 11:00,10,2
10:50 - 11:00,11,1
10:50 - 11:00,12,2
11:00 - 11:10,13,1
11:00 - 11:10,14,1
11:00 - 11:10,15,1
11:00 - 11:10,16,1
11:00 - 11:10,17,3
11:00 - 11:10,18,1
11:00 - 11:10,19,2
11:00 - 11:10,20,1
11:00 - 11:10,21,1
11:00 - 11:10,22,2
11:00 - 11:10,23,1
11:00 - 11:10,24,1
11:00 - 11:10,25,4
11:10 - 11:20,26,1
11:10 - 11:20,27,1
11:10 - 11:20,28,3
11:10 - 11:20,29,1
11:10 - 11:20,30,1
11:10 - 11:20,31,1
11:10 - 11:20,32,1
11:10 - 11:20,33,1
11:10 - 11:20,34,1
11:10 - 11:20,35,2
11:10 - 11:20,36,1
11:10 - 11:20,37,1
11:10 - 11:20,38,2
11:10 - 11:20,39,1
11:10 - 11:20,40,1
11:10 - 11:20,41,1
11:10 - 11:20,42,3
11:10 - 11:20,43,2
11:10 - 11:20,44,4
11:20 - 11:30,45,2
11:20 - 11:30,46,1
11:20 - 11:30,47,1
11:20 - 11:30,48,1
11:20 - 11:30,49,4
11:20 - 11:30,50,3
11:20 - 11:30,51,1
11:20 - 11:30,52,1
11:20 - 11:30,53,1
11:20 - 11:30,54,2
11:20 - 11:30,55,3
11:20 - 11:30,56,1
11:20 - 11:30,57,2
11:20 - 11:30,58,1
11:20 - 11:30,59,3
11:20 - 11:30,60,1
11:20 - 11:30,61,1
11:20 - 11:30,62,1
11:20 - 11:30,63,1
11:20 - 11:30,64,2
11:30 - 11:40,65,1
11:30 - 11:40,66,3
11:30 - 11:40,67,3
11:30 - 11:40,68,1
11:30 - 11:40,69,1
11:30 - 11:40,70,2
11:30 - 11:40,71,1
11:30 - 11:40,72,1
11:30 - 11:40,73,1
11:30 - 11:40,74,2
11:30 - 11:40,75,2
11:30 - 11:40,76,1
11:30 - 11:40,77,1
11:30 - 11:40,78,2
11:30 - 11:40,79,1
11:30 - 11:40,80,1
11:30 - 11:40,81,2
11:30 - 11:40,82,2
11:30 - 11:40,83,4
11:30 - 11:40,84,2
11:30 - 11:40,85,1
11:30 - 11:40,86,4
11:40 - 11:50,87,1
11:40 - 11:50,88,1
11:40 - 11:50,89,1
11:40 - 11:50,90,2
11:40 - 11:50,91,1
11:40 - 11:50,92,3
11:40 - 11:50,93,1
11:40 - 11:50,94,2
11:40 - 11:50,95,2
11:40 - 11:50,96,3
11:40 - 11:50,97,1
11:40 - 11:50,98,2
11:40 - 11:50,99,3
11:40 - 11:50,100,2
11:40 - 11:50,101,1
11:40 - 11:50,102,2
11:40 - 11:50,103,1
11:40 - 11:50,104,1
11:40 - 11:50,105,1
11:40 - 11:50,106,1
11:40 - 11:50,107,1
11:40 - 11:50,108,1
11:50 - 12:00,109,1
11:50 - 12:00,110,2
11:50 - 12:00,111,1
11:50 - 12:00,112,2
11:50 - 12:00,113,1
11:50 - 12:00,114,1
11:50 - 12:00,115,1
11:50 - 12:00,116,1
11:50 - 12:00,117,1
11:50 - 12:00,118,2
11:50 - 12:00,119,4
11:50 - 12:00,120,1
11:50 - 12:00,121,1
11:50 - 12:00,122,1
11:50 - 12:00,123,1
11:50 - 12:00,124,1
11:50 - 12:00,125,1
11:50 - 12:00,126,2
11:50 - 12:00,127,1
12:00 - 12:10,128,1
12:00 - 12:10,129,1
12:00 - 12:10,130,1
12:00 - 12:10,131,1
12:00 - 12:10,132,1
12:00 - 12:10,133,1
12:00 - 12:10,134,1
12:00 - 12:10,135,1
12:00 - 12:10,136,1
12:00 - 12:10,137,1
12:00 - 12:10,138,1
12:00 - 12:10,139,2
12:10 - 12:20,140,1
12:10 - 12:20,141,1
12:10 - 12:20,142,2
12:10 - 12:20,143,1
12:10 - 12:20,144,1
12:10 - 12:20,145,2
12:10 - 12:20,146,1
12:10 - 12:20,147,1
12:10 - 12:20,148,1
12:10 - 12:20,149,1
12:20 - 12:30,150,3
12:20 - 12:30,151,1
12:20 - 12:30,152,1
12:20 - 12:30,153,1
12:20 - 12:30,154,2
12:20 - 12:30,155,1
12:20 - 12:30,156,2
12:20 - 12:30,157,1
12:20 - 12:30,158,2
12:20 - 12:30,159,1
12:30 - 12:40,160,1
12:30 - 12:40,161,1
12:30 - 12:40,162,2
12:30 - 12:40,163,1
12:30 - 12:40,164,1
12:30 - 12:40,165,2
12:30 - 12:40,166,1
