customer_group_id,group_size,entry_time,queue_wait_time,service_start_time,service_time
0,3,10:04:32,00:00:00,00:00:00,00:00:00
1,2,10:22:21,00:00:00,00:00:00,00:00:00
2,3,10:30:44,00:00:00,00:00:00,00:00:00
3,3,10:42:25,00:00:00,00:00:00,00:00:00
7,3,10:53:25,00:00:00,00:00:00,00:00:00
5,1,10:53:45,00:00:00,00:00:00,00:00:00
4,4,10:54:14,00:00:00,00:00:00,00:00:00
6,1,10:54:32,00:00:00,00:00:00,00:00:00
8,1,11:07:00,00:00:00,00:00:00,00:00:00
10,2,11:07:19,00:00:00,00:00:00,00:00:00
9,2,11:07:56,00:00:00,00:00:00,00:00:00
15,4,11:08:25,00:00:00,00:00:00,00:00:00
12,2,11:08:59,00:00:00,00:00:00,00:00:00
14,5,11:09:20,00:00:00,00:00:00,00:00:00
11,2,11:09:50,00:00:00,00:00:00,00:00:00
13,2,11:09:50,00:00:00,00:00:00,00:00:00
22,1,11:11:34,00:00:00,00:00:00,00:00:00
24,1,11:11:49,00:00:00,00:00:00,00:00:00
17,3,11:12:04,00:00:00,00:00:00,00:00:00
29,1,11:14:11,00:00:00,00:00:00,00:00:00
21,1,11:14:40,00:00:00,00:00:00,00:00:00
28,5,11:14:46,00:00:00,00:00:00,00:00:00
26,1,11:15:17,00:00:00,00:00:00,00:00:00
16,2,11:16:40,00:00:00,00:00:00,00:00:00
23,3,11:17:07,00:00:00,00:00:00,00:00:00
30,2,11:17:08,00:00:00,00:00:00,00:00:00
25,2,11:17:27,00:00:00,00:00:00,00:00:00
20,1,11:17:48,00:00:00,00:00:00,00:00:00
27,1,11:17:58,00:00:00,00:00:00,00:00:00
19,2,11:18:35,00:00:00,00:00:00,00:00:00
18,1,11:19:47,00:00:00,00:00:00,00:00:00
42,2,11:20:36,00:00:00,00:00:00,00:00:00
40,2,11:20:43,00:00:00,00:00:00,00:00:00
35,2,11:20:50,00:00:00,00:00:00,00:00:00
41,3,11:22:33,00:00:00,00:00:00,00:00:00
38,1,11:22:46,00:00:00,00:00:00,00:00:00
31,3,11:25:22,00:00:00,00:00:00,00:00:00
32,2,11:25:32,00:00:00,00:00:00,00:00:00
34,2,11:25:40,00:00:00,00:00:00,00:00:00
37,5,11:25:54,00:00:00,00:00:00,00:00:00
43,4,11:27:12,00:00:00,00:00:00,00:00:00
36,2,11:27:28,00:00:00,00:00:00,00:00:00
33,1,11:28:05,00:00:00,00:00:00,00:00:00
44,1,11:29:27,00:00:00,00:00:00,00:00:00
39,3,11:29:52,00:00:00,00:00:00,00:00:00
61,5,11:30:05,00:00:00,00:00:00,00:00:00
60,1,11:32:26,00:00:00,00:00:00,00:00:00
49,4,11:32:44,00:00:00,00:00:00,00:00:00
51,1,11:33:12,00:00:00,00:00:00,00:00:00
45,2,11:34:13,00:00:00,00:00:00,00:00:00
58,2,11:34:24,00:00:00,00:00:00,00:00:00
50,2,11:34:28,00:00:00,00:00:00,00:00:00
52,1,11:35:22,00:00:00,00:00:00,00:00:00
54,4,11:35:27,00:00:00,00:00:00,00:00:00
47,4,11:37:06,00:00:00,00:00:00,00:00:00
56,1,11:37:20,00:00:00,00:00:00,00:00:00
55,1,11:37:41,00:00:00,00:00:00,00:00:00
59,1,11:37:59,00:00:00,00:00:00,00:00:00
46,3,11:38:12,00:00:00,00:00:00,00:00:00
48,1,11:38:42,00:00:00,00:00:00,00:00:00
57,1,11:38:46,00:00:00,00:00:00,00:00:00
53,2,11:39:06,00:00:00,00:00:00,00:00:00
67,3,11:41:53,00:00:00,00:00:00,00:00:00
62,4,11:42:23,00:00:00,00:00:00,00:00:00
72,2,11:43:01,00:00:00,00:00:00,00:00:00
68,2,11:43:14,00:00:00,00:00:00,00:00:00
64,1,11:43:33,00:00:00,00:00:00,00:00:00
66,2,11:44:30,00:00:00,00:00:00,00:00:00
73,4,11:44:36,00:00:00,00:00:00,00:00:00
70,2,11:44:47,00:00:00,00:00:00,00:00:00
63,4,11:45:16,00:00:00,00:00:00,00:00:00
65,2,11:45:52,00:00:00,00:00:00,00:00:00
74,4,11:46:15,00:00:00,00:00:00,00:00:00
69,2,11:47:34,00:00:00,00:00:00,00:00:00
71,1,11:48:49,00:00:00,00:00:00,00:00:00
77,3,11:50:48,00:00:00,00:00:00,00:00:00
81,1,11:51:04,00:00:00,00:00:00,00:00:00
82,2,11:52:22,00:00:00,00:00:00,00:00:00
83,4,11:53:50,00:00:00,00:00:00,00:00:00
79,2,11:56:14,00:00:00,00:00:00,00:00:00
75,3,11:56:26,00:00:00,00:00:00,00:00:00
84,3,11:56:47,00:00:00,00:00:00,00:00:00
78,2,11:57:08,00:00:00,00:00:00,00:00:00
80,2,11:57:25,00:00:00,00:00:00,00:00:00
85,1,11:59:19,00:00:00,00:00:00,00:00:00
76,1,11:59:24,00:00:00,00:00:00,00:00:00
90,5,12:02:36,00:00:00,00:00:00,00:00:00
88,2,12:03:12,00:00:00,00:00:00,00:00:00
87,4,12:03:32,00:00:00,00:00:00,00:00:00
86,1,12:05:30,00:00:00,00:00:00,00:00:00
89,2,12:08:53,00:00:00,00:00:00,00:00:00
92,2,12:10:50,00:00:00,00:00:00,00:00:00
94,2,12:12:28,00:00:00,00:00:00,00:00:00
93,4,12:13:46,00:00:00,00:00:00,00:00:00
91,2,12:17:08,00:00:00,00:00:00,00:00:00
97,3,12:23:26,00:00:00,00:00:00,00:00:00
98,2,12:24:29,00:00:00,00:00:00,00:00:00
95,4,12:25:41,00:00:00,00:00:00,00:00:00
96,2,12:28:22,00:00:00,00:00:00,00:00:00
99,4,12:29:11,00:00:00,00:00:00,00:00:00
100,2,12:30:51,00:00:00,00:00:00,00:00:00
104,1,12:34:33,00:00:00,00:00:00,00:00:00
103,4,12:35:34,00:00:00,00:00:00,00:00:00
102,5,12:38:04,00:00:00,00:00:00,00:00:00
101,1,12:38:44,00:00:00,00:00:00,00:00:00
105,4,12:39:56,00:00:00,00:00:00,00:00:00
119,4,12:40:05,00:00:00,00:00:00,00:00:00
107,2,12:40:48,00:00:00,00:00:00,00:00:00
108,2,12:43:50,00:00:00,00:00:00,00:00:00
117,2,12:43:59,00:00:00,00:00:00,00:00:00
110,3,12:44:02,00:00:00,00:00:00,00:00:00
115,1,12:47:52,00:00:00,00:00:00,00:00:00
114,1,12:48:41,00:00:00,00:00:00,00:00:00
113,1,12:48:56,00:00:00,00:00:00,00:00:00
106,2,12:49:01,00:00:00,00:00:00,00:00:00
112,2,12:49:06,00:00:00,00:00:00,00:00:00
111,1,12:49:14,00:00:00,00:00:00,00:00:00
118,1,12:49:31,00:00:00,00:00:00,00:00:00
109,1,12:49:51,00:00:00,00:00:00,00:00:00
116,2,12:49:55,00:00:00,00:00:00,00:00:00
130,1,12:50:04,00:00:00,00:00:00,00:00:00
123,3,12:50:18,00:00:00,00:00:00,00:00:00
127,2,12:51:02,00:00:00,00:00:00,00:00:00
129,2,12:51:41,00:00:00,00:00:00,00:00:00
122,2,12:53:10,00:00:00,00:00:00,00:00:00
124,5,12:53:15,00:00:00,00:00:00,00:00:00
131,1,12:53:48,00:00:00,00:00:00,00:00:00
128,3,12:55:17,00:00:00,00:00:00,00:00:00
121,1,12:55:52,00:00:00,00:00:00,00:00:00
120,1,12:55:53,00:00:00,00:00:00,00:00:00
126,2,12:56:49,00:00:00,00:00:00,00:00:00
125,4,12:58:15,00:00:00,00:00:00,00:00:00
132,2,12:58:51,00:00:00,00:00:00,00:00:00
146,3,13:00:06,00:00:00,00:00:00,00:00:00
147,3,13:00:34,00:00:00,00:00:00,00:00:00
142,1,13:02:11,00:00:00,00:00:00,00:00:00
134,1,13:04:13,00:00:00,00:00:00,00:00:00
143,2,13:04:22,00:00:00,00:00:00,00:00:00
140,1,13:04:42,00:00:00,00:00:00,00:00:00
149,5,13:05:10,00:00:00,00:00:00,00:00:00
141,5,13:06:02,00:00:00,00:00:00,00:00:00
144,1,13:06:10,00:00:00,00:00:00,00:00:00
145,1,13:06:25,00:00:00,00:00:00,00:00:00
139,3,13:06:55,00:00:00,00:00:00,00:00:00
150,2,13:06:56,00:00:00,00:00:00,00:00:00
137,3,13:07:05,00:00:00,00:00:00,00:00:00
135,3,13:07:25,00:00:00,00:00:00,00:00:00
133,1,13:07:28,00:00:00,00:00:00,00:00:00
148,2,13:07:40,00:00:00,00:00:00,00:00:00
138,1,13:07:50,00:00:00,00:00:00,00:00:00
136,1,13:09:27,00:00:00,00:00:00,00:00:00
