customer_group_id,group_size,entry_time,queue_wait_time,service_start_time,service_time
0,4,10:08:53,00:00:00,00:00:00,00:00:00
1,2,10:23:33,00:00:00,00:00:00,00:00:00
2,5,10:35:36,00:00:00,00:00:00,00:00:00
3,3,10:41:14,00:00:00,00:00:00,00:00:00
6,4,10:54:36,00:00:00,00:00:00,00:00:00
4,3,10:56:00,00:00:00,00:00:00,00:00:00
5,3,10:58:55,00:00:00,00:00:00,00:00:00
9,3,11:01:08,00:00:00,00:00:00,00:00:00
10,2,11:01:33,00:00:00,00:00:00,00:00:00
11,4,11:02:59,00:00:00,00:00:00,00:00:00
7,4,11:03:02,00:00:00,00:00:00,00:00:00
8,4,11:04:48,00:00:00,00:00:00,00:00:00
12,2,11:09:21,00:00:00,00:00:00,00:00:00
17,3,11:10:17,00:00:00,00:00:00,00:00:00
13,3,11:10:34,00:00:00,00:00:00,00:00:00
19,4,11:11:45,00:00:00,00:00:00,00:00:00
18,3,11:12:12,00:00:00,00:00:00,00:00:00
15,2,11:12:59,00:00:00,00:00:00,00:00:00
21,3,11:13:36,00:00:00,00:00:00,00:00:00
22,1,11:14:35,00:00:00,00:00:00,00:00:00
16,3,11:15:19,00:00:00,00:00:00,00:00:00
20,3,11:15:49,00:00:00,00:00:00,00:00:00
14,2,11:16:27,00:00:00,00:00:00,00:00:00
33,2,11:20:44,00:00:00,00:00:00,00:00:00
28,3,11:20:57,00:00:00,00:00:00,00:00:00
34,1,11:21:11,00:00:00,00:00:00,00:00:00
23,2,11:21:21,00:00:00,00:00:00,00:00:00
24,2,11:22:07,00:00:00,00:00:00,00:00:00
32,3,11:22:38,00:00:00,00:00:00,00:00:00
36,4,11:23:02,00:00:00,00:00:00,00:00:00
27,2,11:24:38,00:00:00,00:00:00,00:00:00
29,2,11:26:05,00:00:00,00:00:00,00:00:00
26,3,11:26:37,00:00:00,00:00:00,00:00:00
31,3,11:27:02,00:00:00,00:00:00,00:00:00
30,2,11:27:59,00:00:00,00:00:00,00:00:00
25,3,11:28:05,00:00:00,00:00:00,00:00:00
35,1,11:29:45,00:00:00,00:00:00,00:00:00
47,2,11:31:14,00:00:00,00:00:00,00:00:00
43,3,11:31:43,00:00:00,00:00:00,00:00:00
45,3,11:31:57,00:00:00,00:00:00,00:00:00
48,2,11:32:00,00:00:00,00:00:00,00:00:00
46,4,11:33:03,00:00:00,00:00:00,00:00:00
41,2,11:34:46,00:00:00,00:00:00,00:00:00
42,2,11:36:14,00:00:00,00:00:00,00:00:00
