time_band,group_id,size
10:30 - 10:40,1,3
10:40 - 10:50,2,5
10:50 - 11:00,3,3
10:50 - 11:00,4,4
11:00 - 11:10,5,5
11:00 - 11:10,6,2
11:00 - 11:10,7,3
11:00 - 11:10,8,3
11:00 - 11:10,9,3
11:00 - 11:10,10,2
11:10 - 11:20,11,5
11:10 - 11:20,12,5
11:10 - 11:20,13,2
11:10 - 11:20,14,4
11:10 - 11:20,15,2
11:10 - 11:20,16,4
11:10 - 11:20,17,2
11:10 - 11:20,18,3
11:20 - 11:30,19,2
11:20 - 11:30,20,2
11:20 - 11:30,21,5
11:20 - 11:30,22,4
11:20 - 11:30,23,4
11:20 - 11:30,24,5
11:20 - 11:30,25,2
11:20 - 11:30,26,4
11:20 - 11:30,27,4
11:30 - 11:40,28,3
11:30 - 11:40,29,2
11:30 - 11:40,30,2
11:30 - 11:40,31,4
11:30 - 11:40,32,2
11:30 - 11:40,33,2
11:30 - 11:40,34,4
11:30 - 11:40,35,3
11:30 - 11:40,36,4
11:30 - 11:40,37,2
11:30 - 11:40,38,2
11:30 - 11:40,39,3
11:30 - 11:40,40,2
11:30 - 11:40,41,3
11:30 - 11:40,42,3
11:40 - 11:50,43,4
11:40 - 11:50,44,3
11:40 - 11:50,45,5
11:40 - 11:50,46,3
11:40 - 11:50,47,1
11:40 - 11:50,48,2
11:40 - 11:50,49,4
11:40 - 11:50,50,4
11:40 - 11:50,51,3
11:40 - 11:50,52,1
11:40 - 11:50,53,5
11:50 - 12:00,54,2
11:50 - 12:00,55,2
11:50 - 12:00,56,4
11:50 - 12:00,57,2
11:50 - 12:00,58,5
11:50 - 12:00,59,2
11:50 - 12:00,60,5
11:50 - 12:00,61,4
11:50 - 12:00,62,1
12:00 - 12:10,63,2
12:00 - 12:10,64,2
12:00 - 12:10,65,2
12:00 - 12:10,66,4
12:00 - 12:10,67,2
12:10 - 12:20,68,2
12:10 - 12:20,69,5
12:10 - 12:20,70,4
12:20 - 12:30,71,3
12:20 - 12:30,72,2
12:20 - 12:30,73,4
12:20 - 12:30,74,2
12:20 - 12:30,75,5
12:30 - 12:40,76,2
12:30 - 12:40,77,3
12:30 - 12:40,78,3
12:30 - 12:40,79,3
12:30 - 12:40,80,2
12:30 - 12:40,81,1
12:30 - 12:40,82,1
12:30 - 12:40,83,3
12:40 - 12:50,84,5
12:40 - 12:50,85,3
12:40 - 12:50,86,2
12:40 - 12:50,87,2
12:40 - 12:50,88,2
12:40 - 12:50,89,4
12:40 - 12:50,90,2
12:40 - 12:50,91,3
12:50 - 13:00,92,3
12:50 - 13:00,93,3
12:50 - 13:00,94,4
12:50 - 13:00,95,2
12:50 - 13:00,96,3
12:50 - 13:00,97,4
12:50 - 13:00,98,3
12:50 - 13:00,99,1
12:50 - 13:00,100,3
12:50 - 13:00,101,4
13:00 - 13:10,102,5
13:00 - 13:10,103,2
13:00 - 13:10,104,3
13:00 - 13:10,105,3
13:00 - 13:10,106,5
13:00 - 13:10,107,4
13:00 - 13:10,108,3
13:00 - 13:10,109,4
13:00 - 13:10,110,1
13:00 - 13:10,111,5
13:00 - 13:10,112,3
13:00 - 13:10,113,3
13:10 - 13:20,114,2
13:10 - 13:20,115,3
13:10 - 13:20,116,3
13:10 - 13:20,117,2
13:10 - 13:20,118,4
13:10 - 13:20,119,5
13:10 - 13:20,120,3
13:10 - 13:20,121,4
13:10 - 13:20,122,5
13:10 - 13:20,123,3
13:10 - 13:20,124,4
13:10 - 13:20,125,3
13:20 - 13:30,126,5
13:20 - 13:30,127,2
13:20 - 13:30,128,4
13:20 - 13:30,129,4
13:20 - 13:30,130,3
13:20 - 13:30,131,2
13:20 - 13:30,132,5
13:20 - 13:30,133,2
13:20 - 13:30,134,3
13:20 - 13:30,135,2
13:20 - 13:30,136,3
13:20 - 13:30,137,1
13:20 - 13:30,138,2
13:20 - 13:30,139,3
13:20 - 13:30,140,2
13:20 - 13:30,141,3
13:20 - 13:30,142,2
13:20 - 13:30,143,3
13:30 - 13:40,144,5
13:30 - 13:40,145,2
13:30 - 13:40,146,3
13:30 - 13:40,147,1
13:30 - 13:40,148,3
13:30 - 13:40,149,4
13:30 - 13:40,150,3
13:30 - 13:40,151,2
13:30 - 13:40,152,2
13:30 - 13:40,153,5
13:30 - 13:40,154,3
13:30 - 13:40,155,3
13:30 - 13:40,156,3
13:30 - 13:40,157,1
13:30 - 13:40,158,4
13:40 - 13:50,159,2
13:40 - 13:50,160,4
13:40 - 13:50,161,2
13:40 - 13:50,162,2
13:40 - 13:50,163,2
13:40 - 13:50,164,2
13:40 - 13:50,165,2
13:40 - 13:50,166,2
13:40 - 13:50,167,1
13:40 - 13:50,168,3
13:40 - 13:50,169,4
13:40 - 13:50,170,3
13:40 - 13:50,171,4
13:40 - 13:50,172,3
13:40 - 13:50,173,4
13:50 - 14:00,174,5
13:50 - 14:00,175,2
13:50 - 14:00,176,2
13:50 - 14:00,177,2
13:50 - 14:00,178,3
13:50 - 14:00,179,5
13:50 - 14:00,180,5
13:50 - 14:00,181,3
13:50 - 14:00,182,2
13:50 - 14:00,183,5
14:00 - 14:10,184,5
14:00 - 14:10,185,4
14:00 - 14:10,186,2
14:00 - 14:10,187,3
14:00 - 14:10,188,3
14:00 - 14:10,189,2
14:00 - 14:10,190,3
14:10 - 14:20,191,5
14:10 - 14:20,192,1
14:10 - 14:20,193,5
14:10 - 14:20,194,2
14:20 - 14:30,195,2
14:20 - 14:30,196,4
14:20 - 14:30,197,4
14:30 - 14:40,198,5
14:30 - 14:40,199,4
14:40 - 14:50,200,2
14:40 - 14:50,201,4
14:50 - 15:00,202,4
14:50 - 15:00,203,4
14:50 - 15:00,204,4
15:00 - 15:10,205,4
15:00 - 15:10,206,3
15:00 - 15:10,207,4
15:10 - 15:20,208,2
15:10 - 15:20,209,1
15:10 - 15:20,210,2
15:10 - 15:20,211,2
15:10 - 15:20,212,5
15:10 - 15:20,213,2
15:10 - 15:20,214,5
15:20 - 15:30,215,2
15:20 - 15:30,216,2
15:20 - 15:30,217,4
15:20 - 15:30,218,5
15:20 - 15:30,219,2
15:20 - 15:30,220,4
15:20 - 15:30,221,2
15:30 - 15:40,222,4
15:30 - 15:40,223,2
15:30 - 15:40,224,2
15:30 - 15:40,225,4
15:30 - 15:40,226,3
15:30 - 15:40,227,2
15:30 - 15:40,228,3
15:30 - 15:40,229,3
15:40 - 15:50,230,1
15:40 - 15:50,231,2
15:40 - 15:50,232,4
15:40 - 15:50,233,4
15:40 - 15:50,234,4
15:40 - 15:50,235,4
15:40 - 15:50,236,2
15:40 - 15:50,237,3
15:40 - 15:50,238,1
15:50 - 16:00,239,2
15:50 - 16:00,240,3
15:50 - 16:00,241,4
15:50 - 16:00,242,2
15:50 - 16:00,243,2
15:50 - 16:00,244,2
15:50 - 16:00,245,5
15:50 - 16:00,246,4
16:00 - 16:10,247,5
16:00 - 16:10,248,3
16:00 - 16:10,249,2
16:00 - 16:10,250,1
16:00 - 16:10,251,3
16:00 - 16:10,252,2
16:00 - 16:10,253,2
16:00 - 16:10,254,4
16:00 - 16:10,255,1
16:00 - 16:10,256,3
16:00 - 16:10,257,2
16:10 - 16:20,258,2
16:10 - 16:20,259,2
16:10 - 16:20,260,1
16:10 - 16:20,261,4
16:10 - 16:20,262,2
16:10 - 16:20,263,4
16:10 - 16:20,264,4
16:10 - 16:20,265,5
16:20 - 16:30,266,5
16:20 - 16:30,267,3
16:20 - 16:30,268,2
16:20 - 16:30,269,4
