time_band,group_id,size
10:00 - 10:10,1,1
10:20 - 10:30,2,1
10:30 - 10:40,3,1
10:40 - 10:50,4,3
10:40 - 10:50,5,1
10:50 - 11:00,6,3
10:50 - 11:00,7,1
10:50 - 11:00,8,2
10:50 - 11:00,9,2
11:00 - 11:10,10,2
11:00 - 11:10,11,5
11:00 - 11:10,12,2
11:00 - 11:10,13,5
11:00 - 11:10,14,4
11:10 - 11:20,15,1
11:10 - 11:20,16,3
11:10 - 11:20,17,2
11:10 - 11:20,18,1
11:10 - 11:20,19,2
11:10 - 11:20,20,1
11:10 - 11:20,21,1
11:10 - 11:20,22,1
11:10 - 11:20,23,2
11:10 - 11:20,24,4
11:10 - 11:20,25,1
11:10 - 11:20,26,4
11:10 - 11:20,27,1
11:10 - 11:20,28,2
11:10 - 11:20,29,1
11:10 - 11:20,30,1
11:20 - 11:30,31,4
11:20 - 11:30,32,2
11:20 - 11:30,33,2
11:20 - 11:30,34,1
11:20 - 11:30,35,2
11:20 - 11:30,36,4
11:20 - 11:30,37,3
11:20 - 11:30,38,1
11:20 - 11:30,39,3
11:20 - 11:30,40,1
11:20 - 11:30,41,4
11:20 - 11:30,42,2
11:20 - 11:30,43,1
11:20 - 11:30,44,3
11:30 - 11:40,45,2
11:30 - 11:40,46,1
11:30 - 11:40,47,2
11:30 - 11:40,48,2
11:30 - 11:40,49,3
11:30 - 11:40,50,1
11:30 - 11:40,51,1
11:30 - 11:40,52,3
11:30 - 11:40,53,3
11:30 - 11:40,54,3
11:30 - 11:40,55,1
11:30 - 11:40,56,2
11:30 - 11:40,57,1
11:30 - 11:40,58,2
11:30 - 11:40,59,1
11:30 - 11:40,60,2
11:30 - 11:40,61,2
11:30 - 11:40,62,4
11:30 - 11:40,63,2
11:30 - 11:40,64,1
11:40 - 11:50,65,1
11:40 - 11:50,66,4
11:40 - 11:50,67,3
11:40 - 11:50,68,1
11:40 - 11:50,69,2
11:40 - 11:50,70,5
11:40 - 11:50,71,1
11:40 - 11:50,72,1
11:40 - 11:50,73,1
11:40 - 11:50,74,1
11:40 - 11:50,75,2
11:40 - 11:50,76,1
11:40 - 11:50,77,4
11:40 - 11:50,78,3
11:40 - 11:50,79,1
11:40 - 11:50,80,1
11:50 - 12:00,81,1
11:50 - 12:00,82,1
11:50 - 12:00,83,1
11:50 - 12:00,84,2
11:50 - 12:00,85,2
11:50 - 12:00,86,5
11:50 - 12:00,87,1
11:50 - 12:00,88,1
11:50 - 12:00,89,1
11:50 - 12:00,90,4
11:50 - 12:00,91,4
11:50 - 12:00,92,4
12:00 - 12:10,93,5
12:00 - 12:10,94,1
12:00 - 12:10,95,1
12:00 - 12:10,96,4
12:00 - 12:10,97,2
12:10 - 12:20,98,3
12:10 - 12:20,99,1
12:10 - 12:20,100,1
12:10 - 12:20,101,1
12:10 - 12:20,102,1
12:10 - 12:20,103,1
12:10 - 12:20,104,5
12:20 - 12:30,105,1
12:20 - 12:30,106,1
12:20 - 12:30,107,3
12:20 - 12:30,108,2
12:20 - 12:30,109,4
12:20 - 12:30,110,1
12:20 - 12:30,111,3
12:30 - 12:40,112,3
12:30 - 12:40,113,1
12:30 - 12:40,114,1
12:30 - 12:40,115,1
12:30 - 12:40,116,2
12:30 - 12:40,117,1
12:30 - 12:40,118,3
12:30 - 12:40,119,4
12:30 - 12:40,120,2
12:40 - 12:50,121,1
12:40 - 12:50,122,2
12:40 - 12:50,123,1
12:40 - 12:50,124,1
12:40 - 12:50,125,2
12:40 - 12:50,126,1
12:40 - 12:50,127,1
12:40 - 12:50,128,2
12:40 - 12:50,129,3
12:40 - 12:50,130,1
12:40 - 12:50,131,5
12:40 - 12:50,132,2
12:40 - 12:50,133,5
12:50 - 13:00,134,2
12:50 - 13:00,135,1
12:50 - 13:00,136,1
12:50 - 13:00,137,2
12:50 - 13:00,138,5
12:50 - 13:00,139,3
12:50 - 13:00,140,1
12:50 - 13:00,141,3
12:50 - 13:00,142,1
12:50 - 13:00,143,5
12:50 - 13:00,144,3
12:50 - 13:00,145,2
12:50 - 13:00,146,1
13:00 - 13:10,147,3
13:00 - 13:10,148,3
13:00 - 13:10,149,2
13:00 - 13:10,150,2
13:00 - 13:10,151,2
13:00 - 13:10,152,1
13:00 - 13:10,153,4
13:00 - 13:10,154,4
13:00 - 13:10,155,2
13:00 - 13:10,156,2
13:00 - 13:10,157,3
13:00 - 13:10,158,2
13:00 - 13:10,159,1
13:00 - 13:10,160,1
13:00 - 13:10,161,5
13:00 - 13:10,162,2
13:00 - 13:10,163,1
13:00 - 13:10,164,3
13:10 - 13:20,165,1
13:10 - 13:20,166,1
13:10 - 13:20,167,3
13:10 - 13:20,168,1
13:10 - 13:20,169,2
13:10 - 13:20,170,5
13:10 - 13:20,171,1
13:10 - 13:20,172,1
13:10 - 13:20,173,2
13:10 - 13:20,174,2
13:10 - 13:20,175,3
13:10 - 13:20,176,2
13:10 - 13:20,177,1
13:10 - 13:20,178,2
13:10 - 13:20,179,2
13:10 - 13:20,180,2
13:10 - 13:20,181,2
13:10 - 13:20,182,1
13:10 - 13:20,183,2
13:10 - 13:20,184,1
13:10 - 13:20,185,2
13:10 - 13:20,186,1
13:20 - 13:30,187,2
13:20 - 13:30,188,2
13:20 - 13:30,189,5
13:20 - 13:30,190,2
13:20 - 13:30,191,1
13:20 - 13:30,192,2
13:20 - 13:30,193,2
13:20 - 13:30,194,1
13:20 - 13:30,195,1
13:20 - 13:30,196,4
13:20 - 13:30,197,1
13:20 - 13:30,198,1
13:20 - 13:30,199,1
13:20 - 13:30,200,2
13:20 - 13:30,201,4
13:20 - 13:30,202,1
13:20 - 13:30,203,2
13:20 - 13:30,204,1
13:20 - 13:30,205,3
13:20 - 13:30,206,1
13:20 - 13:30,207,5
13:20 - 13:30,208,1
13:20 - 13:30,209,2
13:20 - 13:30,210,2
13:20 - 13:30,211,1
13:20 - 13:30,212,1
13:20 - 13:30,213,1
13:30 - 13:40,214,2
13:30 - 13:40,215,2
13:30 - 13:40,216,3
13:30 - 13:40,217,2
13:30 - 13:40,218,5
13:30 - 13:40,219,1
13:30 - 13:40,220,2
13:30 - 13:40,221,5
13:30 - 13:40,222,2
13:30 - 13:40,223,2
13:30 - 13:40,224,3
13:30 - 13:40,225,1
13:30 - 13:40,226,1
13:30 - 13:40,227,2
13:30 - 13:40,228,1
13:30 - 13:40,229,1
13:30 - 13:40,230,2
13:30 - 13:40,231,1
13:30 - 13:40,232,3
13:30 - 13:40,233,1
13:30 - 13:40,234,1
13:40 - 13:50,235,1
13:40 - 13:50,236,2
13:40 - 13:50,237,1
13:40 - 13:50,238,5
13:40 - 13:50,239,2
13:40 - 13:50,240,4
13:40 - 13:50,241,3
13:40 - 13:50,242,4
13:40 - 13:50,243,2
13:40 - 13:50,244,1
13:40 - 13:50,245,1
13:40 - 13:50,246,3
13:40 - 13:50,247,1
13:40 - 13:50,248,5
13:40 - 13:50,249,5
13:40 - 13:50,250,1
13:50 - 14:00,251,1
13:50 - 14:00,252,4
13:50 - 14:00,253,3
13:50 - 14:00,254,1
13:50 - 14:00,255,1
13:50 - 14:00,256,1
13:50 - 14:00,257,3
13:50 - 14:00,258,4
13:50 - 14:00,259,1
13:50 - 14:00,260,1
13:50 - 14:00,261,2
13:50 - 14:00,262,1
13:50 - 14:00,263,3
13:50 - 14:00,264,2
13:50 - 14:00,265,3
13:50 - 14:00,266,1
14:00 - 14:10,267,3
14:00 - 14:10,268,5
14:00 - 14:10,269,2
14:00 - 14:10,270,3
14:00 - 14:10,271,3
14:00 - 14:10,272,2
14:00 - 14:10,273,5
14:10 - 14:20,274,4
14:10 - 14:20,275,3
14:10 - 14:20,276,3
14:10 - 14:20,277,2
14:10 - 14:20,278,1
14:20 - 14:30,279,4
14:20 - 14:30,280,1
14:20 - 14:30,281,3
14:20 - 14:30,282,1
14:30 - 14:40,283,1
14:30 - 14:40,284,1
14:30 - 14:40,285,1
14:30 - 14:40,286,3
14:30 - 14:40,287,1
14:30 - 14:40,288,1
14:40 - 14:50,289,2
14:40 - 14:50,290,1
14:40 - 14:50,291,1
14:40 - 14:50,292,1
14:40 - 14:50,293,1
14:50 - 15:00,294,4
14:50 - 15:00,295,1
14:50 - 15:00,296,1
14:50 - 15:00,297,4
15:00 - 15:10,298,3
15:00 - 15:10,299,3
15:00 - 15:10,300,4
15:00 - 15:10,301,1
15:00 - 15:10,302,1
15:10 - 15:20,303,1
15:10 - 15:20,304,1
15:10 - 15:20,305,1
15:10 - 15:20,306,1
15:10 - 15:20,307,2
15:10 - 15:20,308,3
15:10 - 15:20,309,1
15:10 - 15:20,310,3
15:10 - 15:20,311,2
15:10 - 15:20,312,1
15:20 - 15:30,313,1
15:20 - 15:30,314,2
15:20 - 15:30,315,2
15:20 - 15:30,316,2
15:20 - 15:30,317,5
15:20 - 15:30,318,2
15:20 - 15:30,319,2
15:20 - 15:30,320,1
15:20 - 15:30,321,4
15:30 - 15:40,322,2
15:30 - 15:40,323,2
15:30 - 15:40,324,2
15:30 - 15:40,325,3
15:30 - 15:40,326,1
15:30 - 15:40,327,1
15:30 - 15:40,328,3
15:30 - 15:40,329,1
15:30 - 15:40,330,1
15:30 - 15:40,331,2
15:30 - 15:40,332,1
15:30 - 15:40,333,1
15:30 - 15:40,334,2
15:30 - 15:40,335,1
15:40 - 15:50,336,3
15:40 - 15:50,337,1
15:40 - 15:50,338,3
15:40 - 15:50,339,3
15:40 - 15:50,340,3
15:40 - 15:50,341,1
15:40 - 15:50,342,2
15:40 - 15:50,343,2
15:40 - 15:50,344,2
15:40 - 15:50,345,3
15:40 - 15:50,346,1
15:50 - 16:00,347,5
15:50 - 16:00,348,5
15:50 - 16:00,349,1
15:50 - 16:00,350,2
15:50 - 16:00,351,1
15:50 - 16:00,352,4
15:50 - 16:00,353,1
15:50 - 16:00,354,4
15:50 - 16:00,355,3
16:00 - 16:10,356,5
16:00 - 16:10,357,3
16:00 - 16:10,358,2
16:00 - 16:10,359,2
16:00 - 16:10,360,3
16:00 - 16:10,361,2
16:00 - 16:10,362,3
16:00 - 16:10,363,1
16:00 - 16:10,364,1
16:00 - 16:10,365,2
16:00 - 16:10,366,4
16:10 - 16:20,367,2
16:10 - 16:20,368,4
16:10 - 16:20,369,2
16:10 - 16:20,370,4
16:10 - 16:20,371,2
16:10 - 16:20,372,3
16:10 - 16:20,373,2
16:10 - 16:20,374,2
16:20 - 16:30,375,1
16:20 - 16:30,376,2
16:20 - 16:30,377,4
16:20 - 16:30,378,4
16:20 - 16:30,379,4
16:20 - 16:30,380,2
16:20 - 16:30,381,4
16:30 - 16:40,382,4
16:30 - 16:40,383,1
16:30 - 16:40,384,2
16:30 - 16:40,385,5
16:30 - 16:40,386,2
16:30 - 16:40,387,1
16:30 - 16:40,388,2
16:30 - 16:40,389,1
16:40 - 16:50,390,2
16:40 - 16:50,391,4
16:40 - 16:50,392,2
16:40 - 16:50,393,2
16:40 - 16:50,394,3
16:40 - 16:50,395,4
16:50 - 17:00,396,1
16:50 - 17:00,397,2
16:50 - 17:00,398,4
16:50 - 17:00,399,4
16:50 - 17:00,400,4
17:00 - 17:10,401,1
17:00 - 17:10,402,2
17:00 - 17:10,403,2
17:00 - 17:10,404,4
17:00 - 17:10,405,1
17:00 - 17:10,406,4
17:00 - 17:10,407,2
17:00 - 17:10,408,3
17:10 - 17:20,409,5
17:10 - 17:20,410,3
17:10 - 17:20,411,1
17:10 - 17:20,412,2
17:10 - 17:20,413,3
17:10 - 17:20,414,5
17:20 - 17:30,415,4
17:20 - 17:30,416,3
17:20 - 17:30,417,2
17:20 - 17:30,418,1
17:20 - 17:30,419,1
17:20 - 17:30,420,5
17:20 - 17:30,421,1
17:20 - 17:30,422,4
17:20 - 17:30,423,1
17:30 - 17:40,424,3
17:30 - 17:40,425,1
17:30 - 17:40,426,1
17:30 - 17:40,427,1
17:30 - 17:40,428,2
17:30 - 17:40,429,2
17:30 - 17:40,430,2
17:30 - 17:40,431,1
17:30 - 17:40,432,2
17:30 - 17:40,433,3
17:30 - 17:40,434,2
17:30 - 17:40,435,3
17:40 - 17:50,436,1
17:40 - 17:50,437,2
17:40 - 17:50,438,3
17:40 - 17:50,439,5
17:40 - 17:50,440,3
17:40 - 17:50,441,4
17:40 - 17:50,442,3
17:40 - 17:50,443,1
17:50 - 18:00,444,2
17:50 - 18:00,445,1
17:50 - 18:00,446,2
17:50 - 18:00,447,1
17:50 - 18:00,448,2
17:50 - 18:00,449,1
17:50 - 18:00,450,2
17:50 - 18:00,451,2
17:50 - 18:00,452,2
18:00 - 18:10,453,2
18:00 - 18:10,454,1
18:00 - 18:10,455,1
18:00 - 18:10,456,2
18:00 - 18:10,457,1
18:00 - 18:10,458,1
18:00 - 18:10,459,1
18:10 - 18:20,460,2
18:10 - 18:20,461,3
18:10 - 18:20,462,2
18:10 - 18:20,463,2
18:20 - 18:30,464,2
18:20 - 18:30,465,1
18:20 - 18:30,466,1
18:30 - 18:40,467,1
18:30 - 18:40,468,2
18:40 - 18:50,469,2
