time_band,group_id,size
10:40 - 10:50,1,2
10:40 - 10:50,2,2
10:50 - 11:00,3,4
10:50 - 11:00,4,3
10:50 - 11:00,5,2
11:00 - 11:10,6,2
11:00 - 11:10,7,2
11:00 - 11:10,8,1
11:00 - 11:10,9,4
11:00 - 11:10,10,3
11:00 - 11:10,11,2
11:00 - 11:10,12,2
11:00 - 11:10,13,1
11:00 - 11:10,14,1
11:00 - 11:10,15,2
11:10 - 11:20,16,2
11:10 - 11:20,17,2
11:10 - 11:20,18,2
11:10 - 11:20,19,4
11:10 - 11:20,20,3
11:10 - 11:20,21,2
11:10 - 11:20,22,2
11:10 - 11:20,23,2
11:10 - 11:20,24,1
11:10 - 11:20,25,1
11:10 - 11:20,26,2
11:10 - 11:20,27,2
11:10 - 11:20,28,3
11:10 - 11:20,29,1
11:20 - 11:30,30,2
11:20 - 11:30,31,1
11:20 - 11:30,32,2
11:20 - 11:30,33,3
11:20 - 11:30,34,2
11:20 - 11:30,35,2
11:20 - 11:30,36,2
11:20 - 11:30,37,2
11:20 - 11:30,38,1
11:20 - 11:30,39,2
11:20 - 11:30,40,2
11:20 - 11:30,41,2
11:20 - 11:30,42,4
11:20 - 11:30,43,3
11:20 - 11:30,44,2
11:20 - 11:30,45,3
11:30 - 11:40,46,2
11:30 - 11:40,47,2
11:30 - 11:40,48,3
11:30 - 11:40,49,1
11:30 - 11:40,50,2
11:30 - 11:40,51,2
11:30 - 11:40,52,2
11:30 - 11:40,53,2
11:30 - 11:40,54,1
11:30 - 11:40,55,2
11:30 - 11:40,56,3
11:30 - 11:40,57,2
11:30 - 11:40,58,5
11:30 - 11:40,59,2
11:30 - 11:40,60,1
11:30 - 11:40,61,2
11:30 - 11:40,62,2
11:30 - 11:40,63,4
11:40 - 11:50,64,1
11:40 - 11:50,65,2
11:40 - 11:50,66,3
11:40 - 11:50,67,3
11:40 - 11:50,68,2
11:40 - 11:50,69,5
11:40 - 11:50,70,2
11:40 - 11:50,71,2
11:40 - 11:50,72,2
11:40 - 11:50,73,5
11:40 - 11:50,74,2
11:40 - 11:50,75,2
